Name,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points
Tirumalasetti Suman,c Trivedi b Singh,10,10,0,1,100,1,548317,5,12
Rohit Sharma,b Hogg,21,13,2,1,161.54,1,548317,5,25
Ambati Rayudu,not out,47,32,1,3,146.88,1,548317,5,54
Kieron Pollard,c Rahane b Chavan,64,33,6,4,193.94,1,548317,5,84
Dinesh Karthik,c Trivedi b Cooper,0,1,0,0,0,1,548317,5,-2
James Franklin,c Rahane b Singh,2,3,0,0,66.67,1,548317,5,2
Harbhajan Singh,not out,18,6,1,2,300,1,548317,5,29
Rahul Dravid,c Suman b Patel,3,5,0,0,60,2,548317,5,3
Ajinkya Rahane,c Levi b Pollard,40,31,4,2,129.03,2,548317,5,48
Shreevats Goswami,c †Karthik b Patel,0,1,0,0,0,2,548317,5,-2
Owais Shah,b Malinga,76,42,5,5,180.95,2,548317,5,97
Ashok Menaria,c Sharma b Pollard,20,15,2,1,133.33,2,548317,5,24
Johan Botha,c Pollard b Malinga,2,3,0,0,66.67,2,548317,5,2
Kevon Cooper,b Patel,14,6,0,2,233.33,2,548317,5,24
Ankeet Chavan,c †Karthik b Pollard,4,2,1,0,200,2,548317,5,11
Brad Hogg,c Franklin b Patel,2,5,0,0,40,2,548317,5,-4
Amit Singh,b Pollard,0,3,0,0,0,2,548317,5,-2
Siddharth Trivedi,not out,5,6,0,0,83.33,2,548317,5,5
Mayank Agarwal,c Bravo b Morkel,45,26,5,3,173.08,1,548318,5,62
Chris Gayle,c Bravo b Jadeja,68,35,2,6,194.29,1,548318,5,88
Virat Kohli,c du Plessis b Bollinger,57,46,5,2,123.91,1,548318,5,66
AB de Villiers,c Jakati b Morkel,4,2,1,0,200,1,548318,5,11
Saurabh Tiwary,c Raina b Jadeja,8,6,1,0,133.33,1,548318,5,9
Raju Bhatkal,c Raina b Bollinger,0,2,0,0,0,1,548318,5,-2
Cheteshwar Pujara,b Bollinger,0,1,0,0,0,1,548318,5,-2
Daniel Vettori,run out (Bollinger),1,1,0,0,100,1,548318,5,1
Vinay Kumar,not out,6,1,0,1,600,1,548318,5,14
Zaheer Khan,not out,0,0,0,0,0,1,548318,5,-2
Murali Vijay,c & b Muralitharan,11,15,1,0,73.33,2,548318,5,12
Faf du Plessis,c Kohli b Muralitharan,71,46,5,4,154.35,2,548318,5,84
Suresh Raina,c Bhatkal b Muralitharan,23,14,3,1,164.29,2,548318,5,28
MS Dhoni,c sub (TM Dilshan) b Khan,41,24,1,2,170.83,2,548318,5,52
Dwayne Bravo,not out,25,15,2,1,166.67,2,548318,5,29
Albie Morkel,c Agarwal b Vinay Kumar,28,7,2,3,400,2,548318,5,42
Ravindra Jadeja,not out,4,1,1,0,400,2,548318,5,11
Jesse Ryder,run out (Hussey/†Gilchrist),7,11,1,0,63.64,1,548319,5,8
Sourav Ganguly,c Marsh b Mascarenhas,16,9,3,0,177.78,1,548319,5,25
Marlon Samuels,b Mascarenhas,2,12,0,0,16.67,1,548319,5,-4
Robin Uthappa,c Bipul Sharma b Mascarenhas,17,16,0,1,106.25,1,548319,5,19
Angelo Mathews,lbw b Harmeet Singh,11,9,2,0,122.22,1,548319,5,13
Mithun Manhas,b Mascarenhas,31,28,3,1,110.71,1,548319,5,36
Steven Smith,b Chawla,13,13,1,0,100,1,548319,5,14
Manish Pandey,c Hussey b Harmeet Singh,0,3,0,0,0,1,548319,5,-2
Rahul Sharma,c Mandeep Singh b Mascarenhas,2,4,0,0,50,1,548319,5,2
Ashish Nehra,not out,2,4,0,0,50,1,548319,5,2
Ashok Dinda,run out (Awana),2,5,0,0,40,1,548319,5,-4
Paul Valthaty,b Dinda,0,1,0,0,0,2,548319,5,-2
Adam Gilchrist,c Smith b Mathews,21,17,3,0,123.53,2,548319,5,24
Shaun Marsh,not out,64,54,7,1,118.52,2,548319,5,73
Mandeep Singh,c Smith b Sharma,10,10,1,0,100,2,548319,5,11
Piyush Chawla,not out,21,24,3,0,87.5,2,548319,5,24
Rahul Dravid,c Tiwary b Shakib Al Hasan,28,27,5,0,103.7,1,548320,5,33
Ajinkya Rahane,c †Bisla b Shakib Al Hasan,19,16,3,0,118.75,1,548320,5,22
Ashok Menaria,run out (Pathan),1,6,0,0,16.67,1,548320,5,-5
Shreevats Goswami,c Balaji b Shakib Al Hasan,24,22,1,1,109.09,1,548320,5,27
Owais Shah,st †Bisla b Narine,31,33,3,0,93.94,1,548320,5,34
Brad Hodge,not out,12,9,0,1,133.33,1,548320,5,14
Johan Botha,not out,6,7,1,0,85.71,1,548320,5,7
Jacques Kallis,lbw b Botha,31,38,3,0,81.58,2,548320,5,34
Gautam Gambhir,run out (Dravid),11,11,2,0,100,2,548320,5,13
Manvinder Bisla,c Rahane b Menaria,29,29,3,0,100,2,548320,5,32
Manoj Tiwary,st †Goswami b Hogg,24,18,1,1,133.33,2,548320,5,27
Shakib Al Hasan,c Menaria b Singh,16,10,1,1,160,2,548320,5,19
Yusuf Pathan,not out,7,7,1,0,100,2,548320,5,8
Ryan ten Doeschate,not out,7,3,0,1,233.33,2,548320,5,15
Kumar Sangakkara,c Nagar b Morkel,1,7,0,0,14.29,1,548321,5,-5
Shikhar Dhawan,lbw b Nadeem,44,29,5,1,151.72,1,548321,5,51
Parthiv Patel,c Jayawardene b Nadeem,45,27,5,1,166.67,1,548321,5,52
Daniel Christian,c Nadeem b Yadav,19,21,1,0,90.48,1,548321,5,20
Jean Paul Duminy,c Sehwag b Nadeem,4,5,0,0,80,1,548321,5,4
Bharat Chipli,not out,25,17,3,1,147.06,1,548321,5,30
Abhishek Jhunjhunwala,c †Ojha b Morkel,4,5,1,0,80,1,548321,5,5
Dale Steyn,c Sehwag b Morkel,2,3,0,0,66.67,1,548321,5,2
Amit Mishra,run out (Pietersen/†Ojha),6,6,0,0,100,1,548321,5,6
Ankit Sharma,not out,1,1,0,0,100,1,548321,5,1
Naman Ojha,c Duminy b Pratap Singh,1,4,0,0,25,2,548321,5,-5
Virender Sehwag,c Christian b Steyn,7,5,1,0,140,2,548321,5,8
Kevin Pietersen,not out,103,64,6,9,160.94,2,548321,5,143
Mahela Jayawardene,c Sangakkara b Christian,6,5,1,0,120,2,548321,5,7
Ross Taylor,run out (Dhawan),13,11,1,0,118.18,2,548321,5,14
Irfan Pathan,c †Patel b Steyn,5,11,0,0,45.45,2,548321,5,-1
Yogesh Nagar,not out,23,15,3,0,153.33,2,548321,5,26
Faf du Plessis,st †Uthappa b Sharma,43,33,5,2,130.3,1,548322,5,52
Murali Vijay,c Dinda b Mathews,8,11,0,0,72.73,1,548322,5,8
Suresh Raina,c Smith b Sharma,20,19,2,0,105.26,1,548322,5,22
MS Dhoni,c Kartik b Dinda,26,28,1,0,92.86,1,548322,5,27
Ravindra Jadeja,c Smith b Nehra,44,26,4,2,169.23,1,548322,5,52
Albie Morkel,not out,3,3,0,0,100,1,548322,5,3
Dwayne Bravo,not out,5,2,1,0,250,1,548322,5,12
Robin Uthappa,run out (Bravo/Kulasekara),10,7,0,1,142.86,2,548322,5,12
Jesse Ryder,not out,73,56,7,1,130.36,2,548322,5,82
Sourav Ganguly,run out (Jadeja/Ashwin),16,16,1,0,100,2,548322,5,17
Marlon Samuels,b Mahesh,8,15,0,0,53.33,2,548322,5,8
Steven Smith,not out,44,22,4,3,200,2,548322,5,60
Adam Gilchrist,c Tiwary b Narine,5,9,0,0,55.56,1,548323,5,5
Mandeep Singh,c ten Doeschate b Shakib Al Hasan,38,34,3,1,111.76,1,548323,5,43
Shaun Marsh,b Narine,1,6,0,0,16.67,1,548323,5,-5
David Hussey,run out (Gambhir/Bhatia),32,31,1,1,103.23,1,548323,5,35
Paras Dogra,c Das b Bhatia,6,11,0,0,54.55,1,548323,5,6
Bipul Sharma,c †Bisla b Narine,12,11,0,1,109.09,1,548323,5,14
Dimitri Mascarenhas,c †Bisla b Bhatia,0,1,0,0,0,1,548323,5,-2
Piyush Chawla,not out,13,8,0,1,162.5,1,548323,5,15
Praveen Kumar,b Narine,0,1,0,0,0,1,548323,5,-2
Harmeet Singh,c †Bisla b Narine,14,6,3,0,233.33,1,548323,5,23
Bhargav Bhatt,not out,6,2,0,1,300,1,548323,5,14
Jacques Kallis,c Dogra b Bhatt,1,5,0,0,20,2,548323,5,-5
Gautam Gambhir,c & b Mascarenhas,22,13,4,0,169.23,2,548323,5,26
Manvinder Bisla,b Chawla,27,25,1,1,108,2,548323,5,30
Manoj Tiwary,lbw b Bhatt,20,27,1,0,74.07,2,548323,5,21
Shakib Al Hasan,c & b Chawla,4,8,0,0,50,2,548323,5,4
Yusuf Pathan,b Chawla,0,3,0,0,0,2,548323,5,-2
Debabrata Das,not out,35,23,3,1,152.17,2,548323,5,40
Ryan ten Doeschate,b Harmeet Singh,11,14,1,0,78.57,2,548323,5,12
Rajat Bhatia,not out,3,2,0,0,150,2,548323,5,3
Rahul Dravid,st †de Villiers b Vettori,25,32,2,0,78.13,1,548324,5,27
Ajinkya Rahane,not out,103,60,12,5,171.67,1,548324,5,147
Owais Shah,c Vinay Kumar b Khan,60,26,5,5,230.77,1,548324,5,81
Brad Hodge,not out,1,2,0,0,50,1,548324,5,1
Mayank Agarwal,c Shah b Pankaj Singh,34,21,3,3,161.9,2,548324,5,43
Chris Gayle,b Pankaj Singh,8,9,0,1,88.89,2,548324,5,10
Virat Kohli,b Trivedi,22,18,2,0,122.22,2,548324,5,24
AB de Villiers,b Trivedi,6,9,0,0,66.67,2,548324,5,6
Saurabh Tiwary,b Trivedi,17,16,0,1,106.25,2,548324,5,19
Mohammad Kaif,c Hodge b Botha,14,16,1,0,87.5,2,548324,5,15
Daniel Vettori,b Trivedi,1,2,0,0,50,2,548324,5,1
Vinay Kumar,b Singh,11,9,1,0,122.22,2,548324,5,12
Zaheer Khan,c Rahane b Hogg,0,3,0,0,0,2,548324,5,-2
Sreenath Aravind,not out,14,8,3,0,175,2,548324,5,23
Muttiah Muralitharan,c Rahane b Singh,6,8,0,0,75,2,548324,5,6
Richard Levi,b Nadeem,1,4,0,0,25,1,548325,5,-5
Davy Jacobs,b Nadeem,0,10,0,0,0,1,548325,5,-2
Rohit Sharma,c Taylor b Agarkar,29,27,5,0,107.41,1,548325,5,34
Ambati Rayudu,run out (Sehwag/†Ojha),4,11,0,0,36.36,1,548325,5,-2
Kieron Pollard,c Taylor b Yadav,1,3,0,0,33.33,1,548325,5,-5
Dinesh Karthik,c Pietersen b Yadav,3,4,0,0,75,1,548325,5,3
Harbhajan Singh,c †Ojha b Morkel,33,22,5,1,150,1,548325,5,40
Clint McKay,c Yadav b Pathan,8,15,0,0,53.33,1,548325,5,8
RP Singh,b Morkel,0,4,0,0,0,1,548325,5,-2
Pragyan Ojha,b Agarkar,3,12,0,0,25,1,548325,5,-3
Munaf Patel,not out,1,5,0,0,20,1,548325,5,-5
Naman Ojha,c Harbhajan Singh b Singh,13,15,2,0,86.67,2,548325,5,15
Virender Sehwag,c Levi b Ojha,32,36,2,1,88.89,2,548325,5,36
Kevin Pietersen,c Jacobs b Singh,9,8,1,0,112.5,2,548325,5,10
Mahela Jayawardene,not out,17,20,1,0,85,2,548325,5,18
Ross Taylor,not out,11,10,1,0,110,2,548325,5,12
Kumar Sangakkara,c †Yagnik b Hodge,44,32,5,1,137.5,1,548326,5,51
Shikhar Dhawan,c Hodge b Trivedi,52,43,8,0,120.93,1,548326,5,60
Daniel Christian,not out,29,19,2,1,152.63,1,548326,5,33
Jean Paul Duminy,not out,58,26,3,5,223.08,1,548326,5,77
Rahul Dravid,b Christian,42,24,7,1,175,2,548326,5,57
Ajinkya Rahane,c Christian b A Mishra,44,31,5,1,141.94,2,548326,5,51
Ashok Menaria,c Duminy b A Mishra,22,20,1,1,110,2,548326,5,25
Owais Shah,c Jhunjhunwala b A Mishra,12,11,1,0,109.09,2,548326,5,13
Brad Hodge,not out,48,21,6,2,228.57,2,548326,5,64
Johan Botha,c T Mishra b Anand Rajan,14,9,0,1,155.56,2,548326,5,16
Dishant Yagnik,not out,9,3,2,0,300,2,548326,5,17
Robin Uthappa,c Patel b Vettori,69,45,9,2,153.33,1,548327,5,82
Jesse Ryder,c Agarwal b Patel,34,22,4,1,154.55,1,548327,5,40
Sourav Ganguly,c Agarwal b Vinay Kumar,6,8,0,0,75,1,548327,5,6
Marlon Samuels,run out (†de Villiers),34,20,1,2,170,1,548327,5,45
Steven Smith,run out (†de Villiers/Vinay Kumar),16,14,0,1,114.29,1,548327,5,18
Angelo Mathews,c Kohli b Vinay Kumar,10,7,0,1,142.86,1,548327,5,12
Mithun Manhas,not out,6,4,1,0,150,1,548327,5,7
Bhuvneshwar Kumar,not out,0,0,0,0,0,1,548327,5,-2
Tillakaratne Dilshan,c †Uthappa b Dinda,4,8,0,0,50,2,548327,5,4
Chris Gayle,b Nehra,81,48,4,8,168.75,2,548327,5,101
Mayank Agarwal,c Manhas b Samuels,9,10,0,1,90,2,548327,5,11
Virat Kohli,c Sharma b Mathews,16,19,1,0,84.21,2,548327,5,17
Saurabh Tiwary,not out,36,23,1,2,156.52,2,548327,5,41
AB de Villiers,not out,33,14,2,3,235.71,2,548327,5,47
Adam Gilchrist,not out,40,30,3,1,133.33,1,548328,5,45
Paul Valthaty,c †Bisla b Lee,8,8,1,0,100,1,548328,5,9
Shaun Marsh,c †Bisla b Lee,33,30,4,0,110,1,548328,5,37
Mandeep Singh,c Bhatia b Balaji,6,10,0,0,60,1,548328,5,6
David Hussey,run out (McCullum/†Bisla),10,14,0,0,71.43,1,548328,5,10
Paras Dogra,c Kallis b Narine,6,8,0,0,75,1,548328,5,6
Dimitri Mascarenhas,c Tiwary b Bhatia,9,10,1,0,90,1,548328,5,10
Piyush Chawla,b Narine,9,10,0,0,90,1,548328,5,9
Brendon McCullum,c Mascarenhas b Chawla,15,18,3,0,83.33,2,548328,5,18
Gautam Gambhir,not out,66,44,7,1,150,2,548328,5,75
Manvinder Bisla,b Chawla,11,14,0,1,78.57,2,548328,5,13
Jacques Kallis,not out,30,23,2,1,130.43,2,548328,5,34
Daniel Harris,c Jayawardene b Morkel,19,17,4,0,111.76,1,548329,5,23
Shikhar Dhawan,run out (Nadeem),84,49,9,5,171.43,1,548329,5,109
Kumar Sangakkara,c Nadeem b Aaron,4,5,1,0,80,1,548329,5,5
Cameron White,c †Ojha b Aaron,65,40,7,2,162.5,1,548329,5,76
Jean Paul Duminy,not out,13,9,2,0,144.44,1,548329,5,15
Parthiv Patel,not out,0,0,0,0,0,1,548329,5,-2
Virender Sehwag,c White b Dhawan,4,2,1,0,200,2,548329,5,11
David Warner,not out,109,54,10,7,201.85,2,548329,5,155
Naman Ojha,not out,64,46,2,5,139.13,2,548329,5,76
Faf du Plessis,c Mathews b Samuels,58,48,4,2,120.83,1,548330,5,66
S Badrinath,c Mathews b Samuels,57,48,8,0,118.75,1,548330,5,65
Suresh Raina,c Kartik b Nehra,0,2,0,0,0,1,548330,5,-2
MS Dhoni,not out,28,12,3,1,233.33,1,548330,5,39
Dwayne Bravo,c Mathews b Nehra,12,8,0,1,150,1,548330,5,14
Ravindra Jadeja,c Sharma b Samuels,7,3,0,1,233.33,1,548330,5,15
Robin Uthappa,c Ashwin b Kulasekara,8,5,2,0,160,2,548330,5,10
Jesse Ryder,c Bravo b Kulasekara,9,10,2,0,90,2,548330,5,11
Sourav Ganguly,c Kulasekara b Jakati,24,26,4,0,92.31,2,548330,5,28
Manish Pandey,c Badrinath b Bravo,13,6,0,1,216.67,2,548330,5,21
Marlon Samuels,c Kulasekara b Ashwin,26,24,2,1,108.33,2,548330,5,30
Steven Smith,c du Plessis b Bollinger,23,21,0,0,109.52,2,548330,5,23
Angelo Mathews,b Bravo,27,22,1,0,122.73,2,548330,5,28
Bhuvneshwar Kumar,not out,2,4,0,0,50,2,548330,5,2
Murali Kartik,not out,4,3,0,0,133.33,2,548330,5,4
Nitin Saini,b Khan,14,12,1,0,116.67,1,548331,5,15
Paul Valthaty,c de Villiers b Khan,6,12,1,0,50,1,548331,5,7
Shaun Marsh,b McDonald,26,17,3,1,152.94,1,548331,5,31
David Hussey,b Patel,41,34,4,0,120.59,1,548331,5,45
David Miller,c Khan b McDonald,8,13,0,0,61.54,1,548331,5,8
Mandeep Singh,c Kohli b Vinay Kumar,20,15,0,0,133.33,1,548331,5,20
Azhar Mahmood,not out,33,14,3,2,235.71,1,548331,5,46
Piyush Chawla,not out,7,3,1,0,233.33,1,548331,5,14
Mayank Agarwal,lbw b Awana,1,3,0,0,33.33,2,548331,5,-5
Chris Gayle,c Hussey b Awana,87,56,8,4,155.36,2,548331,5,103
Virat Kohli,c Marsh b Awana,4,4,1,0,100,2,548331,5,5
Saurabh Tiwary,c †Saini b Awana,4,7,0,0,57.14,2,548331,5,4
AB de Villiers,lbw b Chawla,52,39,6,0,133.33,2,548331,5,58
Andrew McDonald,not out,8,6,1,0,133.33,2,548331,5,9
Daniel Vettori,not out,2,3,0,0,66.67,2,548331,5,2
Rahul Dravid,c Bollinger b Jakati,26,28,3,1,92.86,1,548332,5,31
Ajinkya Rahane,c Kulasekara b Ashwin,15,10,3,0,150,1,548332,5,18
Owais Shah,c †Dhoni b Kulasekara,52,43,4,3,120.93,1,548332,5,62
Ashok Menaria,c Jakati b Bollinger,36,34,2,1,105.88,1,548332,5,40
Brad Hodge,not out,3,5,0,0,60,1,548332,5,3
S Badrinath,st †Goswami b Hogg,15,22,1,0,68.18,2,548332,5,16
Faf du Plessis,c †Goswami b Cooper,73,52,6,2,140.38,2,548332,5,83
Suresh Raina,c Rahane b Cooper,26,24,3,0,108.33,2,548332,5,29
MS Dhoni,not out,15,12,1,0,125,2,548332,5,16
Dwayne Bravo,not out,16,10,1,0,160,2,548332,5,17
Robin Uthappa,c †Ojha b Morkel,10,13,2,0,76.92,1,548333,5,12
Jesse Ryder,b Morkel,86,58,7,4,148.28,1,548333,5,101
Sourav Ganguly,c Yadav b Morkel,41,35,5,1,117.14,1,548333,5,48
Steven Smith,not out,34,13,4,2,261.54,1,548333,5,48
Angelo Mathews,not out,6,2,1,0,300,1,548333,5,13
Mahela Jayawardene,c Smith b Thomas,7,7,1,0,100,2,548333,5,8
Virender Sehwag,c & b Kartik,57,32,5,4,178.13,2,548333,5,76
Kevin Pietersen,b Ganguly,32,23,1,3,139.13,2,548333,5,39
Irfan Pathan,c Ryder b Ganguly,15,11,0,1,136.36,2,548333,5,17
Pawan Negi,run out (Mathews/†Uthappa),8,8,1,0,100,2,548333,5,9
Ross Taylor,c Smith b Thomas,12,13,1,0,92.31,2,548333,5,13
Yogesh Nagar,c Ganguly b Thomas,24,19,3,0,126.32,2,548333,5,27
Naman Ojha,not out,11,6,0,1,183.33,2,548333,5,19
Morne Morkel,not out,1,1,0,0,100,2,548333,5,1
James Franklin,c Miller b Kumar,79,51,6,4,154.9,1,548334,5,93
Sachin Tendulkar,run out (Miller/†Saini),23,23,3,0,100,1,548334,5,26
Rohit Sharma,c †Saini b Awana,2,5,0,0,40,1,548334,5,-4
Dinesh Karthik,run out (Marsh/Chawla),35,20,5,0,175,1,548334,5,46
Kieron Pollard,c Mandeep Singh b Awana,7,10,1,0,70,1,548334,5,8
Harbhajan Singh,c Chitnis b Kumar,4,3,1,0,133.33,1,548334,5,5
Thisara Perera,not out,4,5,0,0,80,1,548334,5,4
Ambati Rayudu,not out,3,3,0,0,100,1,548334,5,3
Nitin Saini,lbw b Ojha,30,25,5,0,120,2,548334,5,35
Mandeep Singh,c Franklin b Pollard,24,21,3,0,114.29,2,548334,5,27
Shaun Marsh,not out,68,40,5,3,170,2,548334,5,85
David Hussey,c Rayudu b Pollard,21,19,2,0,110.53,2,548334,5,23
Azhar Mahmood,c Perera b Ojha,10,7,0,1,142.86,2,548334,5,12
David Miller,not out,5,5,0,0,100,2,548334,5,5
Kumar Sangakkara,b Balaji,12,15,1,0,80,1,548335,5,13
Shikhar Dhawan,c Das b Bhatia,50,50,4,1,100,1,548335,5,56
Parthiv Patel,run out (Kallis/Bhatia),23,19,2,0,121.05,1,548335,5,25
Cameron White,c Das b Lee,10,9,1,0,111.11,1,548335,5,11
Jean Paul Duminy,not out,16,15,1,0,106.67,1,548335,5,17
Ishank Jaggi,c McCullum b Narine,3,7,0,0,42.86,1,548335,5,-3
Ankit Sharma,c Gambhir b Balaji,1,2,0,0,50,1,548335,5,1
Dale Steyn,c Tiwary b Narine,7,3,0,1,233.33,1,548335,5,15
Amit Mishra,not out,1,1,0,0,100,1,548335,5,1
Brendon McCullum,lbw b Steyn,10,9,1,0,111.11,2,548335,5,11
Gautam Gambhir,c Sangakkara b Anand Rajan,30,28,4,0,107.14,2,548335,5,34
Manvinder Bisla,b Mishra,10,13,2,0,76.92,2,548335,5,12
Jacques Kallis,c †Patel b Steyn,23,24,2,0,95.83,2,548335,5,25
Yusuf Pathan,b Ankit Sharma,6,4,0,1,150,2,548335,5,8
Manoj Tiwary,not out,30,28,2,0,107.14,2,548335,5,32
Debabrata Das,not out,9,8,1,0,112.5,2,548335,5,10
Virat Kohli,c Hodge b Pankaj Singh,16,16,2,0,100,1,548336,5,18
Tillakaratne Dilshan,not out,76,58,10,1,131.03,1,548336,5,88
Mayank Agarwal,c Hodge b Hogg,15,17,2,0,88.24,1,548336,5,17
Chris Gayle,lbw b Hogg,4,8,0,0,50,1,548336,5,4
AB de Villiers,not out,59,23,3,5,256.52,1,548336,5,78
Rahul Dravid,c Dilshan b Appanna,58,42,8,0,138.1,2,548336,5,66
Ajinkya Rahane,c sub (LA Pomersbach) b Appanna,13,18,1,0,72.22,2,548336,5,14
Owais Shah,st †de Villiers b Appanna,10,15,0,1,66.67,2,548336,5,12
Shreevats Goswami,c Agarwal b Appanna,1,2,0,0,50,2,548336,5,1
Brad Hodge,c Agarwal b Patel,10,8,1,0,125,2,548336,5,11
Stuart Binny,not out,20,18,2,0,111.11,2,548336,5,22
Kevon Cooper,c Vettori b Khan,8,6,2,0,133.33,2,548336,5,10
Brad Hogg,c Vinay Kumar b Patel,13,11,1,0,118.18,2,548336,5,14
Jesse Ryder,b Pathan,0,2,0,0,0,1,548337,5,-2
Manish Pandey,not out,80,56,7,3,142.86,1,548337,5,93
Sourav Ganguly,c Nadeem b Morkel,1,4,0,0,25,1,548337,5,-5
Robin Uthappa,not out,60,58,6,0,103.45,1,548337,5,66
Mahela Jayawardene,run out (Wright/†Uthappa),18,14,3,0,128.57,2,548337,5,21
Virender Sehwag,not out,87,48,10,3,181.25,2,548337,5,109
Kevin Pietersen,c Ryder b Sharma,27,21,1,2,128.57,2,548337,5,32
Ross Taylor,not out,9,13,0,0,69.23,2,548337,5,9
Nitin Saini,c Patel b McKay,17,22,2,0,77.27,1,548339,5,19
Mandeep Singh,c †Karthik b Singh,22,16,4,0,137.5,1,548339,5,26
Shaun Marsh,c Harbhajan Singh b Franklin,17,26,1,0,65.38,1,548339,5,18
David Hussey,not out,68,40,4,4,170,1,548339,5,86
David Miller,not out,34,17,1,3,200,1,548339,5,47
James Franklin,c †Saini b Azhar Mahmood,22,22,2,0,100,2,548339,5,24
Sachin Tendulkar,c †Saini b Azhar Mahmood,34,29,4,0,117.24,2,548339,5,38
Rohit Sharma,c Azhar Mahmood b Awana,50,30,3,3,166.67,2,548339,5,59
Dinesh Karthik,c Azhar Mahmood b Chawla,3,6,0,0,50,2,548339,5,3
Kieron Pollard,c Mandeep Singh b Awana,3,7,0,0,42.86,2,548339,5,-3
Ambati Rayudu,not out,34,17,2,2,200,2,548339,5,46
Harbhajan Singh,c Marsh b Awana,0,2,0,0,0,2,548339,5,-2
Robin Peterson,not out,16,7,2,1,228.57,2,548339,5,26
Parthiv Patel,c Pandey b Kumar,24,18,3,1,133.33,1,548341,5,29
Shikhar Dhawan,run out (Pandey/†Uthappa),16,11,1,1,145.45,1,548341,5,19
Cameron White,c Thomas b Samuels,78,46,6,5,169.57,1,548341,5,94
Kumar Sangakkara,b Sharma,12,14,1,0,85.71,1,548341,5,13
Jean Paul Duminy,not out,26,24,0,1,108.33,1,548341,5,28
Ishank Jaggi,not out,10,7,0,0,142.86,1,548341,5,10
Manish Pandey,b Theron,21,20,2,1,105,2,548341,5,25
Jesse Ryder,c sub (DJ Harris) b Ankit Sharma,7,6,1,0,116.67,2,548341,5,8
Sourav Ganguly,c sub (DJ Harris) b Gony,23,20,3,1,115,2,548341,5,28
Robin Uthappa,b Ashish Reddy,29,27,2,1,107.41,2,548341,5,33
Marlon Samuels,c Sangakkara b Ashish Reddy,3,8,0,0,37.5,2,548341,5,-3
Steven Smith,c Duminy b Theron,26,13,0,3,200,2,548341,5,38
Mithun Manhas,not out,22,14,0,2,157.14,2,548341,5,26
Alfonso Thomas,run out (†Patel),12,9,0,1,133.33,2,548341,5,14
Bhuvneshwar Kumar,not out,7,4,1,0,175,2,548341,5,14
Mahela Jayawardene,c Sharma b Peterson,55,42,8,0,130.95,1,548342,5,63
Virender Sehwag,c Singh b Peterson,73,39,8,4,187.18,1,548342,5,95
Kevin Pietersen,not out,50,26,6,3,192.31,1,548342,5,68
Irfan Pathan,c sub (NLTC Perera) b Peterson,0,1,0,0,0,1,548342,5,-2
Ross Taylor,lbw b Malinga,15,7,0,2,214.29,1,548342,5,25
Yogesh Nagar,lbw b Malinga,0,1,0,0,0,1,548342,5,-2
Naman Ojha,not out,5,4,0,0,125,1,548342,5,5
Aiden Blizzard,c Jayawardene b Pathan,0,3,0,0,0,2,548342,5,-2
Sachin Tendulkar,c Pietersen b Morkel,7,7,0,1,100,2,548342,5,9
Rohit Sharma,c Agarkar b Pathan,12,6,1,1,200,2,548342,5,21
Dinesh Karthik,b Agarkar,40,28,7,0,142.86,2,548342,5,47
Ambati Rayudu,c Jayawardene b Nadeem,62,39,5,3,158.97,2,548342,5,73
Kieron Pollard,b Nadeem,16,9,1,1,177.78,2,548342,5,25
Robin Peterson,run out (Jayawardene/†Ojha),2,2,0,0,100,2,548342,5,2
Harbhajan Singh,c Pathan b Yadav,15,12,2,0,125,2,548342,5,17
Lasith Malinga,b Yadav,11,13,1,0,84.62,2,548342,5,12
RP Singh,not out,1,1,0,0,100,2,548342,5,1
Mandeep Singh,c Raina b Bravo,56,50,5,1,112,1,548343,5,63
Shaun Marsh,run out (Ashwin),32,22,4,1,145.45,1,548343,5,38
Azhar Mahmood,lbw b Bravo,18,12,0,2,150,1,548343,5,22
David Miller,c †Dhoni b Morkel,19,15,2,0,126.67,1,548343,5,21
David Hussey,c Jakati b Morkel,7,4,1,0,175,1,548343,5,14
Bipul Sharma,run out (†Dhoni),7,5,1,0,140,1,548343,5,8
Piyush Chawla,c Bravo b Morkel,0,2,0,0,0,1,548343,5,-2
Nitin Saini,c & b Kulasekara,6,4,1,0,150,1,548343,5,7
Praveen Kumar,not out,6,6,0,0,100,1,548343,5,6
Parvinder Awana,not out,0,0,0,0,0,1,548343,5,-2
Faf du Plessis,c & b Azhar Mahmood,29,20,3,2,145,2,548343,5,36
S Badrinath,c sub (P Dogra) b Azhar Mahmood,25,18,4,0,138.89,2,548343,5,29
Suresh Raina,st †Saini b Chawla,15,17,1,0,88.24,2,548343,5,16
Wriddhiman Saha,b Hussey,6,14,0,0,42.86,2,548343,5,0
Ravindra Jadeja,c Hussey b Chawla,17,11,1,1,154.55,2,548343,5,20
MS Dhoni,run out (†Saini),1,4,0,0,25,2,548343,5,-5
Dwayne Bravo,c Chawla b Kumar,30,21,0,2,142.86,2,548343,5,34
Albie Morkel,c Marsh b Azhar Mahmood,8,9,0,0,88.89,2,548343,5,8
Nuwan Kulasekara,not out,5,3,1,0,166.67,2,548343,5,6
Ravichandran Ashwin,not out,7,3,1,0,233.33,2,548343,5,14
Brendon McCullum,b Vettori,43,37,8,0,116.22,1,548344,5,51
