Name,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points
Gautam Gambhir,c Appanna b Khan,93,51,9,5,182.35,1,548344,5,118
Jacques Kallis,c Patel b Vinay Kumar,41,27,1,3,151.85,1,548344,5,48
Yusuf Pathan,c Dilshan b Vinay Kumar,7,4,0,1,175,1,548344,5,15
Manoj Tiwary,not out,1,1,0,0,100,1,548344,5,1
Tillakaratne Dilshan,c Bhatia b Pathan,1,3,0,0,33.33,2,548344,5,-5
Chris Gayle,c †McCullum b Shukla,86,58,7,6,148.28,2,548344,5,105
Virat Kohli,lbw b Kallis,18,19,3,0,94.74,2,548344,5,21
AB de Villiers,c Shukla b Kallis,0,1,0,0,0,2,548344,5,-2
Saurabh Tiwary,c Gambhir b Bhatia,19,22,1,1,86.36,2,548344,5,22
Mayank Agarwal,b Narine,10,13,1,0,76.92,2,548344,5,11
Daniel Vettori,not out,4,4,0,0,100,2,548344,5,4
Vinay Kumar,not out,0,1,0,0,0,2,548344,5,-2
Mahela Jayawardene,c Hogg b Pankaj Singh,6,5,1,0,120,1,548345,5,7
Virender Sehwag,c Menaria b Hogg,63,39,8,2,161.54,1,548345,5,75
Kevin Pietersen,c Dravid b Chavan,5,5,1,0,100,1,548345,5,6
Ross Taylor,b Pankaj Singh,25,35,0,0,71.43,1,548345,5,25
Yogesh Nagar,c Chavan b Singh,27,20,2,2,135,1,548345,5,33
Naman Ojha,c Dravid b Singh,11,11,0,1,100,1,548345,5,13
Irfan Pathan,not out,7,5,1,0,140,1,548345,5,8
Ajit Agarkar,not out,0,0,0,0,0,1,548345,5,-2
Rahul Dravid,c Agarkar b Pathan,40,38,5,0,105.26,2,548345,5,45
Ajinkya Rahane,not out,84,63,9,1,133.33,2,548345,5,95
Brad Hodge,lbw b Morkel,22,18,3,0,122.22,2,548345,5,25
Owais Shah,run out (†Ojha),1,1,0,0,100,2,548345,5,1
Parthiv Patel,c Patel b Singh,19,18,1,1,105.56,1,548346,5,22
Shikhar Dhawan,st †Karthik b Harbhajan Singh,29,32,3,0,90.63,1,548346,5,32
Ishank Jaggi,c Patel b Harbhajan Singh,2,7,0,0,28.57,1,548346,5,-4
Cameron White,c Singh b Malinga,0,1,0,0,0,1,548346,5,-2
Jean Paul Duminy,not out,25,24,3,0,104.17,1,548346,5,28
Daniel Christian,c Sharma b Franklin,5,5,1,0,100,1,548346,5,6
Bharat Chipli,c Harbhajan Singh b Franklin,1,3,0,0,33.33,1,548346,5,-5
Ashish Reddy,c Sharma b Patel,10,10,0,1,100,1,548346,5,12
Amit Mishra,c Franklin b Malinga,1,6,0,0,16.67,1,548346,5,-5
Dale Steyn,c & b Malinga,3,5,0,0,60,1,548346,5,3
Veer Pratap Singh,c Sharma b Malinga,0,1,0,0,0,1,548346,5,-2
Richard Levi,b Steyn,0,1,0,0,0,2,548346,5,-2
Sachin Tendulkar,c Christian b Pratap Singh,14,14,1,0,100,2,548346,5,15
Rohit Sharma,c Jaggi b Duminy,42,48,4,1,87.5,2,548346,5,48
Dinesh Karthik,c †Patel b Steyn,2,6,0,0,33.33,2,548346,5,-4
James Franklin,c †Patel b Ashish Reddy,13,20,0,0,65,2,548346,5,13
Ambati Rayudu,not out,19,15,2,0,126.67,2,548346,5,21
Robin Peterson,not out,1,5,0,0,20,2,548346,5,-5
Faf du Plessis,c †McCullum b Lee,3,4,0,0,75,1,548347,5,3
Michael Hussey,run out (Lee/†McCullum),18,19,2,0,94.74,1,548347,5,20
Suresh Raina,c Pathan b Kallis,44,34,4,1,129.41,1,548347,5,50
Dwayne Bravo,c Iqbal Abdulla b Kallis,12,12,0,1,100,1,548347,5,14
MS Dhoni,not out,34,30,2,0,113.33,1,548347,5,36
Ravindra Jadeja,c Das b Narine,9,13,0,0,69.23,1,548347,5,9
Albie Morkel,not out,13,8,0,0,162.5,1,548347,5,13
Gautam Gambhir,lbw b Bravo,63,52,6,1,121.15,2,548347,5,71
Brendon McCullum,c Jakati b Ashwin,2,8,0,0,25,2,548347,5,-4
Jacques Kallis,c †Dhoni b Bravo,26,31,1,1,83.87,2,548347,5,29
Manoj Tiwary,c Mahesh b Morkel,13,13,1,0,100,2,548347,5,14
Yusuf Pathan,c du Plessis b Ashwin,12,11,0,0,109.09,2,548347,5,12
Debabrata Das,not out,11,4,2,0,275,2,548347,5,19
Laxmi Shukla,not out,0,0,0,0,0,2,548347,5,-2
Parthiv Patel,b Samuels,0,1,0,0,0,1,548348,5,-2
Shikhar Dhawan,b Kumar,13,18,2,0,72.22,1,548348,5,15
Cameron White,c Smith b Parnell,74,45,4,4,164.44,1,548348,5,86
Kumar Sangakkara,b Nehra,82,52,10,2,157.69,1,548348,5,96
Jean Paul Duminy,not out,4,3,0,0,133.33,1,548348,5,4
Biplab Samantray,not out,2,2,0,0,100,1,548348,5,2
Manish Pandey,c Sangakkara b Ankit Sharma,0,1,0,0,0,2,548348,5,-2
Michael Clarke,run out (Mishra/†Patel),41,31,7,0,132.26,2,548348,5,48
Sourav Ganguly,c White b Dhawan,45,40,5,1,112.5,2,548348,5,52
Steven Smith,not out,47,27,3,2,174.07,2,548348,5,60
Robin Uthappa,c sub (DJ Harris) b Ashish Reddy,26,18,1,1,144.44,2,548348,5,29
Mithun Manhas,c Sangakkara b Pratap Singh,7,4,0,1,175,2,548348,5,15
Marlon Samuels,not out,1,1,0,0,100,2,548348,5,1
Rahul Dravid,b Morkel,57,43,7,0,132.56,1,548349,5,64
Ajinkya Rahane,c Sehwag b Negi,42,32,7,0,131.25,1,548349,5,49
Shane Watson,b Negi,8,9,0,1,88.89,1,548349,5,10
Owais Shah,c †Ojha b Yadav,1,3,0,0,33.33,1,548349,5,-5
Brad Hodge,c Sehwag b Negi,1,2,0,0,50,1,548349,5,1
Ashok Menaria,c Pietersen b Negi,2,4,0,0,50,1,548349,5,2
Shreevats Goswami,not out,18,21,1,0,85.71,1,548349,5,19
Ankeet Chavan,not out,7,6,1,0,116.67,1,548349,5,8
Mahela Jayawardene,lbw b Chavan,0,3,0,0,0,2,548349,5,-2
Virender Sehwag,c Dravid b Hogg,73,38,12,1,192.11,2,548349,5,93
Kevin Pietersen,c Shah b Watson,36,34,3,1,105.88,2,548349,5,41
Ross Taylor,c †Goswami b Hogg,6,5,1,0,120,2,548349,5,7
Yogesh Nagar,not out,9,9,1,0,100,2,548349,5,10
Naman Ojha,not out,11,3,1,1,366.67,2,548349,5,20
Mayank Agarwal,b Harris,7,9,0,1,77.78,1,548350,5,9
Chris Gayle,c sub (DA Miller) b Azhar Mahmood,71,42,6,4,169.05,1,548350,5,85
Virat Kohli,b Chawla,45,42,3,2,107.14,1,548350,5,52
AB de Villiers,c Chawla b Azhar Mahmood,17,13,1,1,130.77,1,548350,5,20
Andrew McDonald,c †Saini b Azhar Mahmood,9,10,1,0,90,1,548350,5,10
Asad Pathan,not out,2,3,0,0,66.67,1,548350,5,2
Saurabh Tiwary,not out,1,1,0,0,100,1,548350,5,1
Mandeep Singh,lbw b Appanna,43,30,6,1,143.33,2,548350,5,51
Shaun Marsh,b McDonald,8,10,1,0,80,2,548350,5,9
Nitin Saini,c Vettori b McDonald,50,36,5,0,138.89,2,548350,5,55
David Hussey,run out (Vinay Kumar/†de Villiers),45,29,2,4,155.17,2,548350,5,55
Azhar Mahmood,run out (Appanna/†de Villiers),2,4,0,0,50,2,548350,5,2
Abhishek Nayar,run out (Kohli),2,3,0,0,66.67,2,548350,5,2
Paras Dogra,not out,3,5,0,0,60,2,548350,5,3
Piyush Chawla,not out,6,2,0,1,300,2,548350,5,14
James Franklin,c Manhas b Kumar,25,23,3,1,108.7,1,548351,5,30
Sachin Tendulkar,c †Uthappa b Nehra,34,35,4,0,97.14,1,548351,5,38
Rohit Sharma,run out (Smith/†Uthappa),3,5,0,0,60,1,548351,5,3
Robin Peterson,c Ganguly b Nehra,13,14,1,0,92.86,1,548351,5,14
Dinesh Karthik,not out,18,22,1,0,81.82,1,548351,5,19
Ambati Rayudu,b Kumar,1,3,0,0,33.33,1,548351,5,-5
Thisara Perera,run out (Smith),0,4,0,0,0,1,548351,5,-2
Harbhajan Singh,c Parnell b Dinda,0,1,0,0,0,1,548351,5,-2
Lasith Malinga,run out (Smith/†Uthappa),14,14,1,1,100,1,548351,5,17
Pragyan Ojha,run out (†Uthappa),1,1,0,0,100,1,548351,5,1
Robin Uthappa,lbw b Patel,18,18,2,1,100,2,548351,5,22
Jesse Ryder,c Perera b Harbhajan Singh,9,13,1,0,69.23,2,548351,5,10
Michael Clarke,lbw b Harbhajan Singh,14,15,2,0,93.33,2,548351,5,16
Sourav Ganguly,b Malinga,16,24,1,0,66.67,2,548351,5,17
Steven Smith,b Ojha,2,6,0,0,33.33,2,548351,5,-4
Mithun Manhas,not out,42,34,5,0,123.53,2,548351,5,47
Wayne Parnell,c Peterson b Malinga,2,4,0,0,50,2,548351,5,2
Bhuvneshwar Kumar,not out,10,6,1,0,166.67,2,548351,5,11
Faf du Plessis,c Dhawan b Pratap Singh,42,35,2,1,120,1,548352,5,46
Murali Vijay,c Mishra b Pratap Singh,14,11,2,0,127.27,1,548352,5,16
Suresh Raina,c Jhunjhunwala b Mishra,32,24,2,2,133.33,1,548352,5,38
MS Dhoni,b Christian,34,28,2,0,121.43,1,548352,5,36
Albie Morkel,b Jhunjhunwala,13,9,1,0,144.44,1,548352,5,14
Ravindra Jadeja,c Sangakkara b Ashish Reddy,4,9,0,0,44.44,1,548352,5,-2
Dwayne Bravo,not out,12,4,0,1,300,1,548352,5,20
S Badrinath,not out,1,1,0,0,100,1,548352,5,1
Parthiv Patel,b Morkel,1,5,0,0,20,2,548352,5,-5
Shikhar Dhawan,run out (Bravo),36,29,3,0,124.14,2,548352,5,39
Cameron White,run out (Jadeja/†Dhoni),77,53,9,2,145.28,2,548352,5,90
Kumar Sangakkara,c & b Raina,1,5,0,0,20,2,548352,5,-5
Daniel Christian,not out,27,24,2,1,112.5,2,548352,5,31
Ashish Reddy,c Vijay b Hilfenhaus,3,3,0,0,100,2,548352,5,3
Abhishek Jhunjhunwala,not out,1,1,0,0,100,2,548352,5,1
Gautam Gambhir,c Manhas b Kartik,56,36,4,2,155.56,1,548353,5,64
Brendon McCullum,lbw b Mathews,42,43,5,1,97.67,1,548353,5,49
Yusuf Pathan,c Smith b Kumar,11,15,0,0,73.33,1,548353,5,11
Jacques Kallis,b Mathews,1,4,0,0,25,1,548353,5,-5
Debabrata Das,not out,15,18,0,1,83.33,1,548353,5,17
Laxmi Shukla,c Ganguly b Kumar,0,1,0,0,0,1,548353,5,-2
Manoj Tiwary,not out,6,4,0,0,150,1,548353,5,6
Robin Uthappa,c Shukla b de Lange,17,14,2,0,121.43,2,548353,5,19
Michael Clarke,b de Lange,1,2,0,0,50,2,548353,5,1
Manish Pandey,c Das b Iqbal Abdulla,17,15,2,0,113.33,2,548353,5,19
Steven Smith,lbw b Narine,14,16,1,0,87.5,2,548353,5,15
Mithun Manhas,c Iqbal Abdulla b Kallis,1,3,0,0,33.33,2,548353,5,-5
Angelo Mathews,c Shukla b de Lange,35,27,0,3,129.63,2,548353,5,41
Sourav Ganguly,c Iqbal Abdulla b Bhatia,36,35,4,1,102.86,2,548353,5,42
Wayne Parnell,run out (Shukla/†McCullum),1,2,0,0,50,2,548353,5,1
Bhuvneshwar Kumar,not out,11,7,2,0,157.14,2,548353,5,13
Murali Kartik,not out,0,0,0,0,0,2,548353,5,-2
Rahul Dravid,c Awana b Harris,46,39,8,0,117.95,1,548354,5,54
Ajinkya Rahane,c †Saini b Harris,5,6,1,0,83.33,1,548354,5,6
Shane Watson,c Harris b Chawla,36,17,4,2,211.76,1,548354,5,50
Ashok Menaria,c Gurkeerat Singh b Chawla,34,27,1,2,125.93,1,548354,5,39
Brad Hodge,c Marsh b Harris,36,23,2,2,156.52,1,548354,5,42
Johan Botha,not out,14,8,2,0,175,1,548354,5,22
Stuart Binny,c Marsh b Harris,0,1,0,0,0,1,548354,5,-2
Shaun Marsh,b Botha,34,27,5,1,125.93,2,548354,5,41
Mandeep Singh,c Trivedi b Watson,7,6,0,1,116.67,2,548354,5,9
Nitin Saini,c & b Tait,2,9,0,0,22.22,2,548354,5,-4
David Hussey,c Hodge b Trivedi,8,6,2,0,133.33,2,548354,5,10
Azhar Mahmood,b Binny,24,24,2,1,100,2,548354,5,28
Gurkeerat Singh Mann,c & b Botha,23,24,2,0,95.83,2,548354,5,25
Abhishek Nayar,not out,9,8,0,0,112.5,2,548354,5,9
Piyush Chawla,b Watson,5,4,1,0,125,2,548354,5,6
Ryan Harris,c Botha b Tait,3,5,0,0,60,2,548354,5,3
Praveen Kumar,not out,7,8,1,0,87.5,2,548354,5,8
Murali Vijay,b Singh,41,29,4,3,141.38,1,548355,5,51
Faf du Plessis,run out (Singh),9,11,0,0,81.82,1,548355,5,9
Suresh Raina,c Singh b Franklin,36,21,3,2,171.43,1,548355,5,49
Dwayne Bravo,b Malinga,40,33,4,1,121.21,1,548355,5,46
MS Dhoni,c Sharma b Singh,25,15,2,1,166.67,1,548355,5,29
Albie Morkel,b Singh,3,3,0,0,100,1,548355,5,3
Ravindra Jadeja,c Franklin b Malinga,9,6,0,1,150,1,548355,5,11
S Badrinath,not out,1,1,0,0,100,1,548355,5,1
Ravichandran Ashwin,c Harbhajan Singh b Malinga,0,1,0,0,0,1,548355,5,-2
James Franklin,c Vijay b Hilfenhaus,1,9,0,0,11.11,2,548355,5,-5
Sachin Tendulkar,c du Plessis b Ashwin,74,44,11,1,168.18,2,548355,5,87
Rohit Sharma,b Jadeja,60,46,6,2,130.43,2,548355,5,70
Dinesh Karthik,b Bravo,11,5,2,0,220,2,548355,5,19
Ambati Rayudu,b Jadeja,0,2,0,0,0,2,548355,5,-2
Dwayne Smith,not out,24,9,2,2,266.67,2,548355,5,36
Robin Peterson,run out (du Plessis),0,2,0,0,0,2,548355,5,-2
Harbhajan Singh,c sub (WP Saha) b Bravo,0,1,0,0,0,2,548355,5,-2
Lasith Malinga,b Hilfenhaus,0,1,0,0,0,2,548355,5,-2
RP Singh,not out,1,1,0,0,100,2,548355,5,1
Daniel Harris,run out (Kohli/Syed Mohammad),47,41,2,4,114.63,1,548356,5,57
Shikhar Dhawan,not out,73,52,10,1,140.38,1,548356,5,85
Cameron White,c & b Parameswaran,45,24,2,3,187.5,1,548356,5,59
Kumar Sangakkara,not out,10,3,1,1,333.33,1,548356,5,19
Tillakaratne Dilshan,b Pratap Singh,71,54,8,2,131.48,2,548356,5,83
Chris Gayle,b Anand Rajan,26,22,1,2,118.18,2,548356,5,31
Virat Kohli,c Steyn b Mishra,9,9,1,0,100,2,548356,5,10
Asad Pathan,c Steyn b Mishra,4,4,0,0,100,2,548356,5,4
AB de Villiers,not out,47,17,5,3,276.47,2,548356,5,64
Mayank Agarwal,lbw b Ashish Reddy,18,6,1,2,300,2,548356,5,29
Jamaluddin Syed Mohammad,not out,4,1,1,0,400,2,548356,5,11
David Warner,c †McCullum b Kallis,21,19,2,1,110.53,1,548357,5,25
Virender Sehwag,lbw b Kallis,23,9,3,1,255.56,1,548357,5,34
Mahela Jayawardene,run out (Gambhir),30,27,3,1,111.11,1,548357,5,35
Ross Taylor,c Bhatia b Sangwan,16,27,0,0,59.26,1,548357,5,16
Irfan Pathan,st †McCullum b Narine,36,22,4,1,163.64,1,548357,5,42
Yogesh Nagar,b Lee,10,7,1,0,142.86,1,548357,5,11
Naman Ojha,c Tiwary b Narine,2,6,0,0,33.33,1,548357,5,-4
Morne Morkel,run out (Lee),0,0,0,0,0,1,548357,5,-2
Shahbaz Nadeem,not out,0,2,0,0,0,1,548357,5,-2
Varun Aaron,run out (†McCullum/Narine),1,1,0,0,100,1,548357,5,1
Brendon McCullum,c Sehwag b Yadav,56,44,7,0,127.27,2,548357,5,63
Gautam Gambhir,b Aaron,36,21,4,1,171.43,2,548357,5,48
Jacques Kallis,c †Ojha b Yadav,30,27,3,0,111.11,2,548357,5,33
Manoj Tiwary,c Pathan b Morkel,8,6,0,0,133.33,2,548357,5,8
Yusuf Pathan,not out,7,11,0,0,63.64,2,548357,5,7
Debabrata Das,not out,1,3,0,0,33.33,2,548357,5,-5
Sourav Ganguly,c Chavan b Tait,14,18,1,0,77.78,1,548358,5,15
Michael Clarke,lbw b Binny,16,18,1,0,88.89,1,548358,5,17
Robin Uthappa,c †Yagnik b Tait,13,19,0,0,68.42,1,548358,5,13
Anustup Majumdar,b Botha,30,20,1,2,150,1,548358,5,35
Steven Smith,not out,18,22,1,0,81.82,1,548358,5,19
Angelo Mathews,run out (Shah),11,12,0,0,91.67,1,548358,5,11
Mithun Manhas,b Tait,11,9,1,0,122.22,1,548358,5,12
Wayne Parnell,not out,2,2,0,0,100,1,548358,5,2
Rahul Dravid,c Clarke b Parnell,14,16,2,0,87.5,2,548358,5,16
Ajinkya Rahane,c Smith b Kumar,0,3,0,0,0,2,548358,5,-2
Shane Watson,not out,90,51,10,4,176.47,2,548358,5,114
Ashok Menaria,c Manhas b Clarke,18,21,1,0,85.71,2,548358,5,19
Owais Shah,not out,4,7,0,0,57.14,2,548358,5,4
Mandeep Singh,b Ashish Reddy,75,48,8,3,156.25,1,548359,5,89
Shaun Marsh,b Dhawan,22,20,3,0,110,1,548359,5,25
Nitin Saini,lbw b Ashish Reddy,2,4,0,0,50,1,548359,5,2
David Hussey,c Harris b Pratap Singh,16,16,1,1,100,1,548359,5,19
Azhar Mahmood,run out (Ashish Reddy/Theron),14,9,2,0,155.56,1,548359,5,16
David Miller,not out,28,18,3,1,155.56,1,548359,5,33
Siddharth Chitnis,not out,6,5,0,0,120,1,548359,5,6
Daniel Harris,c Awana b Hussey,30,29,2,1,103.45,2,548359,5,34
Shikhar Dhawan,c Azhar Mahmood b Kumar,8,6,1,0,133.33,2,548359,5,9
Parthiv Patel,b Awana,17,13,1,1,130.77,2,548359,5,20
Cameron White,c Marsh b Hussey,8,14,1,0,57.14,2,548359,5,9
Kumar Sangakkara,c †Saini b Kumar,4,6,0,0,66.67,2,548359,5,4
Akshath Reddy,st †Saini b Chawla,24,13,2,1,184.62,2,548359,5,34
Abhishek Jhunjhunwala,run out (Marsh),19,20,0,1,95,2,548359,5,21
Ashish Reddy,c Marsh b Awana,8,8,1,0,100,2,548359,5,9
Rusty Theron,not out,7,6,1,0,116.67,2,548359,5,8
Amit Mishra,not out,8,5,1,0,160,2,548359,5,9
James Franklin,c Khan b Vinay Kumar,1,6,0,0,16.67,1,548360,5,-5
Sachin Tendulkar,c & b Patel,24,27,4,0,88.89,1,548360,5,28
Rohit Sharma,lbw b Vinay Kumar,0,3,0,0,0,1,548360,5,-2
Dinesh Karthik,c Kohli b Muralitharan,44,39,3,1,112.82,1,548360,5,49
Ambati Rayudu,c Muralitharan b Patel,22,17,2,0,129.41,1,548360,5,24
Dwayne Smith,c Vinay Kumar b Muralitharan,2,3,0,0,66.67,1,548360,5,2
Kieron Pollard,not out,21,13,0,2,161.54,1,548360,5,25
Harbhajan Singh,not out,20,12,3,0,166.67,1,548360,5,23
Tillakaratne Dilshan,lbw b Ojha,19,25,3,0,76,2,548360,5,22
Chris Gayle,not out,82,59,5,6,138.98,2,548360,5,99
Virat Kohli,not out,36,25,1,2,144,2,548360,5,41
Rahul Dravid,c Hussey b Hilfenhaus,4,9,1,0,44.44,1,548361,5,-1
Ajinkya Rahane,c Ashwin b Mahesh,17,22,2,0,77.27,1,548361,5,19
Shane Watson,c Ashwin b Hilfenhaus,5,11,1,0,45.45,1,548361,5,0
Stuart Binny,c Raina b Mahesh,27,18,3,1,150,1,548361,5,32
Brad Hodge,lbw b Ashwin,33,28,2,1,117.86,1,548361,5,37
Johan Botha,b Jadeja,12,20,0,0,60,1,548361,5,12
Ashok Menaria,not out,6,5,1,0,120,1,548361,5,7
Dishant Yagnik,not out,10,7,2,0,142.86,1,548361,5,12
Michael Hussey,run out (Tait),19,32,2,0,59.38,2,548361,5,21
Murali Vijay,b Watson,0,5,0,0,0,2,548361,5,-2
Suresh Raina,c Rahane b Pankaj Singh,23,17,5,0,135.29,2,548361,5,28
Dwayne Bravo,c Binny b Trivedi,10,15,0,0,66.67,2,548361,5,10
MS Dhoni,c Rahane b Trivedi,10,16,1,0,62.5,2,548361,5,11
Ravindra Jadeja,c Botha b Pankaj Singh,16,13,1,1,123.08,2,548361,5,19
Albie Morkel,not out,18,6,1,2,300,2,548361,5,29
Srikkanth Anirudha,not out,18,6,1,2,300,2,548361,5,29
Chris Gayle,c Pandey b Mathews,57,31,3,6,183.87,1,548362,5,78
Tillakaratne Dilshan,run out (Thomas),53,44,6,1,120.45,1,548362,5,61
Virat Kohli,c Smith b Sharma,9,12,1,0,75,1,548362,5,10
Saurabh Tiwary,not out,36,30,3,1,120,1,548362,5,41
AB de Villiers,not out,9,4,0,1,225,1,548362,5,17
Mohnish Mishra,lbw b Khan,4,4,1,0,100,2,548362,5,5
Michael Clarke,c Tiwary b Vinay Kumar,13,10,2,0,130,2,548362,5,15
Manish Pandey,b Khan,0,2,0,0,0,2,548362,5,-2
Robin Uthappa,st †de Villiers b Muralitharan,38,23,5,1,165.22,2,548362,5,45
Anustup Majumdar,c Khan b Patel,31,26,4,0,119.23,2,548362,5,35
Angelo Mathews,st †de Villiers b Appanna,4,10,0,0,40,2,548362,5,-2
Steven Smith,not out,24,25,1,0,96,2,548362,5,25
Bhuvneshwar Kumar,b Muralitharan,2,4,0,0,50,2,548362,5,2
Alfonso Thomas,b Vinay Kumar,7,6,1,0,116.67,2,548362,5,8
Rahul Sharma,b Vinay Kumar,0,2,0,0,0,2,548362,5,-2
Krishnakant Upadhyay,not out,11,8,0,1,137.5,2,548362,5,13
Herschelle Gibbs,not out,66,58,7,2,113.79,1,548363,5,77
Sachin Tendulkar,st †Bisla b Shakib Al Hasan,2,2,0,0,100,1,548363,5,2
Rohit Sharma,not out,109,60,12,5,181.67,1,548363,5,153
Manvinder Bisla,c Patel b Ojha,1,2,0,0,50,2,548363,5,1
Gautam Gambhir,b Patel,0,2,0,0,0,2,548363,5,-2
Jacques Kallis,c Sharma b Smith,79,60,7,3,131.67,2,548363,5,92
Manoj Tiwary,lbw b Pollard,27,25,4,0,108,2,548363,5,31
Yusuf Pathan,not out,40,31,2,1,129.03,2,548363,5,44
Debabrata Das,not out,4,1,1,0,400,2,548363,5,11
David Warner,c Ashwin b Hilfenhaus,8,9,1,0,88.89,1,548364,5,9
Virender Sehwag,b Hilfenhaus,4,2,1,0,200,1,548364,5,11
Naman Ojha,c †Dhoni b Hilfenhaus,3,11,0,0,27.27,1,548364,5,-3
Mahela Jayawardene,c Hussey b Morkel,8,10,1,0,80,1,548364,5,9
Venugopal Rao,c Morkel b Ashwin,27,24,0,2,112.5,1,548364,5,31
Yogesh Nagar,not out,44,47,1,1,93.62,1,548364,5,47
Irfan Pathan,not out,13,17,0,0,76.47,1,548364,5,13
Michael Hussey,c Jayawardene b Pathan,38,32,5,1,118.75,2,548364,5,45
Murali Vijay,not out,48,40,5,1,120,2,548364,5,55
Suresh Raina,not out,28,20,1,2,140,2,548364,5,33
Rahul Dravid,c †Uthappa b Nehra,21,20,4,0,105,1,548365,5,25
Ajinkya Rahane,b Mathews,61,47,7,0,129.79,1,548365,5,68
Shane Watson,b Nehra,58,31,6,4,187.1,1,548365,5,78
Brad Hodge,c Ganguly b Nehra,14,14,0,0,100,1,548365,5,14
Stuart Binny,not out,6,5,0,0,120,1,548365,5,6
Johan Botha,not out,7,3,1,0,233.33,1,548365,5,14
Sourav Ganguly,st †Goswami b Chandila,2,4,0,0,50,2,548365,5,2
Jesse Ryder,c Watson b Chandila,1,2,0,0,50,2,548365,5,1
Robin Uthappa,st †Goswami b Chandila,6,6,1,0,100,2,548365,5,7
Anustup Majumdar,c & b Chandila,9,8,2,0,112.5,2,548365,5,11
Callum Ferguson,lbw b Botha,23,26,2,0,88.46,2,548365,5,25
Steven Smith,c Hodge b Botha,37,31,5,0,119.35,2,548365,5,42
Angelo Mathews,c Rahane b Watson,23,19,1,0,121.05,2,548365,5,24
Bhuvneshwar Kumar,b Tait,3,5,0,0,60,2,548365,5,3
Murali Kartik,not out,8,9,0,0,88.89,2,548365,5,8
Rahul Sharma,c Rahane b Watson,0,3,0,0,0,2,548365,5,-2
Ashish Nehra,not out,9,8,1,0,112.5,2,548365,5,10
Unmukt Chand,b Lee,0,1,0,0,0,1,597998,6,-2
David Warner,c Kallis b Narine,21,19,4,0,110.53,1,597998,6,25
Mahela Jayawardene,c Narine b Lee,66,52,8,1,126.92,1,597998,6,76
Manprit Juneja,c Shukla b Balaji,8,9,1,0,88.89,1,597998,6,9
Naman Ojha,c Lee b Bhatia,9,9,1,0,100,1,597998,6,10
Johan Botha,lbw b Bhatia,7,6,1,0,116.67,1,597998,6,8
Irfan Pathan,c Tiwary b Narine,4,7,0,0,57.14,1,597998,6,4
Andre Russell,c & b Narine,4,8,0,0,50,1,597998,6,4
Shahbaz Nadeem,run out (†Bisla/Narine),4,8,0,0,50,1,597998,6,4
Ashish Nehra,c Shukla b Narine,0,1,0,0,0,1,597998,6,-2
Umesh Yadav,not out,0,0,0,0,0,1,597998,6,-2
Manvinder Bisla,c Chand b Nehra,4,9,1,0,44.44,2,597998,6,-1
Gautam Gambhir,lbw b Botha,41,29,5,1,141.38,2,597998,6,48
Jacques Kallis,c Chand b Nadeem,23,20,5,0,115,2,597998,6,28
Manoj Tiwary,c †Ojha b Nadeem,23,23,2,0,100,2,597998,6,25
Eoin Morgan,not out,14,15,1,0,93.33,2,597998,6,15
Yusuf Pathan,not out,18,16,0,1,112.5,2,597998,6,20
Chris Gayle,not out,92,58,11,5,158.62,1,597999,6,113
Tillakaratne Dilshan,b Johnson,0,8,0,0,0,1,597999,6,-2
Virat Kohli,lbw b Bumrah,24,14,4,1,171.43,1,597999,6,36
Mayank Agarwal,c Tendulkar b Bumrah,1,5,0,0,20,1,597999,6,-5
Daniel Christian,c Johnson b Harbhajan Singh,4,13,0,0,30.77,1,597999,6,-2
Karun Nair,lbw b Bumrah,0,3,0,0,0,1,597999,6,-2
Arun Karthik,not out,19,19,3,0,100,1,597999,6,22
Ricky Ponting,st †Arun Karthik b Kartik,28,33,1,1,84.85,2,597999,6,31
Sachin Tendulkar,run out (Unadkat/†Arun Karthik),23,19,4,0,121.05,2,597999,6,27
Dinesh Karthik,c Agarwal b Vinay Kumar,60,37,3,4,162.16,2,597999,6,71
Rohit Sharma,b Vinay Kumar,11,11,1,0,100,2,597999,6,12
Ambati Rayudu,b Vinay Kumar,18,18,1,0,100,2,597999,6,19
Kieron Pollard,not out,5,2,1,0,250,2,597999,6,12
Harbhajan Singh,not out,1,1,0,0,100,2,597999,6,1
Akshath Reddy,b Yuvraj Singh,27,30,2,0,90,1,598000,6,29
Parthiv Patel,b Dinda,19,18,3,0,105.56,1,598000,6,22
Kumar Sangakkara,b Sharma,15,16,2,0,93.75,1,598000,6,17
Cameron White,c Marsh b Samuels,10,18,0,0,55.56,1,598000,6,10
Thisara Perera,c Pandey b Dinda,30,18,3,1,166.67,1,598000,6,35
Hanuma Vihari,c Dinda b Kumar,11,12,1,0,91.67,1,598000,6,12
Ashish Reddy,not out,7,4,1,0,175,1,598000,6,14
Dwaraka Ravi Teja,not out,4,4,0,0,100,1,598000,6,4
Robin Uthappa,c †Patel b Perera,24,22,2,1,109.09,2,598000,6,28
Manish Pandey,c White b Mishra,15,29,0,0,51.72,2,598000,6,15
Marlon Samuels,c White b Perera,5,9,1,0,55.56,2,598000,6,6
Yuvraj Singh,st †Patel b Mishra,2,5,0,0,40,2,598000,6,-4
Ross Taylor,b Ashish Reddy,19,19,0,0,100,2,598000,6,19
