Name,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points
Kieron Pollard,2,0,19,1,9.5,3,1,1,0,0,1,419150,3,25
Dale Steyn,4,0,18,3,4.5,14,2,0,2,0,2,419151,3,85
Vinay Kumar,3,0,19,1,6.33,8,0,1,0,0,2,419151,3,25
Jacques Kallis,4,0,40,0,10,9,6,1,0,0,2,419151,3,0
Anil Kumble,4,0,27,1,6.75,9,1,1,0,1,2,419151,3,25
Virat Kohli,2,0,16,0,8,3,0,1,0,0,2,419151,3,0
KP Appanna,3,0,27,0,9,5,2,1,1,0,2,419151,3,0
Ryan Harris,3.4,0,34,2,9.27,9,1,2,3,0,1,419151,3,50
RP Singh,4,0,21,2,5.25,12,1,0,2,0,1,419151,3,50
Andrew Symonds,4,0,33,1,8.25,5,3,1,0,0,1,419151,3,25
Pragyan Ojha,4,0,22,2,5.5,12,2,0,0,0,1,419151,3,50
Harmeet Singh,4,0,24,2,6,9,2,0,2,0,1,419151,3,50
Ashish Nehra,4,0,30,1,7.5,10,3,1,1,0,2,419152,3,25
Pradeep Sangwan,4,0,35,2,8.75,11,3,1,2,2,2,419152,3,50
Amit Mishra,3,0,30,0,10,5,5,0,0,0,2,419152,3,0
Andrew McDonald,4,0,42,1,10.5,5,2,3,0,0,2,419152,3,25
Paul Collingwood,4,0,27,0,6.75,5,0,1,0,0,2,419152,3,0
Sarabjit Ladda,1,0,14,0,14,1,1,1,0,0,2,419152,3,0
Zaheer Khan,2,0,23,0,11.5,4,3,1,0,0,1,419152,3,0
Dilhara Fernando,4,0,32,2,8,7,4,0,0,1,1,419152,3,50
Harbhajan Singh,4,0,24,1,6,7,2,0,0,0,1,419152,3,25
Dwayne Bravo,2,0,26,0,13,1,2,1,1,0,1,419152,3,-6
Ali Murtaza,4,0,18,2,4.5,6,0,0,0,0,1,419152,3,56
Kieron Pollard,4,0,15,0,3.75,10,0,0,0,0,1,419152,3,6
Ravichandran Ashwin,4,0,16,3,4,16,0,1,1,0,2,419153,3,85
Doug Bollinger,4,1,15,2,3.75,18,3,0,0,0,2,419153,3,68
Albie Morkel,2,0,14,0,7,3,0,0,1,0,2,419153,3,0
Shadab Jakati,4,0,23,1,5.75,10,2,0,1,0,2,419153,3,25
Muttiah Muralitharan,4,0,47,1,11.75,8,4,2,3,0,2,419153,3,25
Suresh Raina,2,0,18,1,9,4,0,2,0,0,2,419153,3,25
Chris Gayle,3,0,35,1,11.67,8,4,0,2,0,1,419153,3,25
Ashok Dinda,2,0,25,0,12.5,4,5,0,1,0,1,419153,3,-6
Ajit Agarkar,2,0,14,0,7,5,2,0,1,0,1,419153,3,0
Iqbal Abdulla,2.3,0,21,0,8.4,7,1,2,0,0,1,419153,3,0
David Hussey,2,0,22,0,11,2,2,1,0,0,1,419153,3,0
Angelo Mathews,1,0,15,0,15,1,1,1,1,0,1,419153,3,0
Laxmi Shukla,1,0,9,0,9,2,0,1,0,0,1,419153,3,0
Anil Kumble,4,0,28,0,7,8,3,0,0,1,2,419154,3,0
Dale Steyn,4,0,15,1,3.75,16,2,0,1,0,2,419154,3,31
Vinay Kumar,4,0,36,1,9,10,4,1,0,0,2,419154,3,25
Pankaj Singh,4,1,27,2,6.75,12,5,0,0,0,2,419154,3,62
Jacques Kallis,4,0,19,1,4.75,12,0,0,1,0,2,419154,3,31
Shane Watson,4,0,24,0,6,13,3,0,0,0,1,419154,3,0
Kamran Khan,3,0,30,1,10,8,5,1,0,0,1,419154,3,25
Siddharth Trivedi,3.4,0,32,2,8.73,9,4,1,0,0,1,419154,3,50
Adam Voges,1,0,17,0,17,1,4,0,0,0,1,419154,3,0
Shane Warne,4,0,28,1,7,13,2,2,0,0,1,419154,3,25
Dirk Nannes,3,0,25,1,8.33,8,2,0,2,1,2,419155,3,25
Ashish Nehra,4,0,26,3,6.5,13,4,0,0,0,2,419155,3,79
Umesh Yadav,1,0,11,0,11,4,2,0,1,0,2,419155,3,0
Tillakaratne Dilshan,4,0,19,1,4.75,11,0,1,0,0,2,419155,3,31
Virender Sehwag,4,0,18,2,4.5,13,2,0,0,0,2,419155,3,56
Amit Mishra,4,0,13,1,3.25,13,0,0,0,1,2,419155,3,31
Ravichandran Ashwin,4,0,24,1,6,10,3,0,0,0,1,419155,3,25
Doug Bollinger,4,0,24,2,6,12,2,0,1,0,1,419155,3,50
Shadab Jakati,3,0,14,1,4.67,9,0,0,0,0,1,419155,3,31
Albie Morkel,2.4,0,16,0,6,5,0,0,1,0,1,419155,3,0
Lakshmipathy Balaji,2,0,16,0,8,5,1,0,2,0,1,419155,3,0
Suresh Raina,3,0,15,0,5,9,2,0,0,0,1,419155,3,0
Ryan Harris,4,0,27,1,6.75,14,3,1,2,0,2,419156,3,25
RP Singh,4,0,51,1,12.75,8,9,1,1,0,2,419156,3,19
Mitchell Marsh,4,0,32,0,8,9,5,0,0,0,2,419156,3,0
Andrew Symonds,2,0,16,0,8,5,1,1,0,0,2,419156,3,0
Rohit Sharma,1,0,8,0,8,1,1,0,0,0,2,419156,3,0
Pragyan Ojha,2,0,19,0,9.5,5,3,0,0,1,2,419156,3,0
Rahul Sharma,3,0,18,1,6,9,1,1,1,0,2,419156,3,25
Vikramjeet Malik,2.1,0,23,1,10.62,6,5,0,1,0,1,419156,3,25
Irfan Pathan,3,0,35,1,11.67,6,3,2,1,0,1,419156,3,25
Shalabh Srivastava,4,0,36,0,9,9,3,2,2,0,1,419156,3,0
Rusty Theron,4,0,32,1,8,9,3,1,3,0,1,419156,3,25
Piyush Chawla,4,0,24,1,6,8,2,0,0,0,1,419156,3,25
Yuvraj Singh,2,0,22,1,11,3,1,2,0,0,1,419156,3,25
Dale Steyn,4,0,18,0,4.5,10,1,0,1,0,2,419157,3,6
Vinay Kumar,3,0,26,0,8.67,8,5,0,0,0,2,419157,3,0
Pankaj Singh,4,0,54,0,13.5,11,2,5,3,0,2,419157,3,-6
Jacques Kallis,4,0,41,2,10.25,8,4,2,1,0,2,419157,3,50
Anil Kumble,4,0,38,1,9.5,5,2,2,1,0,2,419157,3,25
Kevin Pietersen,1,0,10,1,10,1,0,1,0,0,2,419157,3,25
Zaheer Khan,4,0,30,1,7.5,7,2,1,0,0,1,419157,3,25
Dilhara Fernando,4,0,24,2,6,14,3,1,0,0,1,419157,3,50
Ryan McLaren,4,0,21,1,5.25,9,1,0,0,0,1,419157,3,25
Harbhajan Singh,4,0,28,2,7,7,2,1,0,0,1,419157,3,50
Kieron Pollard,4,0,28,3,7,5,2,0,2,0,1,419157,3,79
Shane Bond,4,1,20,1,5,15,3,0,1,0,2,419158,3,37
Ashok Dinda,4,0,24,2,6,10,3,0,0,0,2,419158,3,50
Murali Kartik,4,0,31,1,7.75,8,5,0,0,0,2,419158,3,25
Jaydev Unadkat,4,0,26,3,6.5,10,2,1,0,0,2,419158,3,79
Laxmi Shukla,4,0,30,1,7.5,6,1,1,0,0,2,419158,3,25
Yusuf Pathan,3,0,32,0,10.67,4,5,0,3,0,1,419158,3,0
Shane Watson,3,0,17,0,5.67,13,4,0,0,0,1,419158,3,0
Kamran Khan,2,0,13,2,6.5,7,2,0,2,0,1,419158,3,50
Siddharth Trivedi,2,0,16,0,8,5,3,0,0,0,1,419158,3,0
Shane Warne,3,0,20,0,6.67,6,2,0,1,0,1,419158,3,0
Aaron Finch,1.1,0,5,0,4.29,3,0,0,0,0,1,419158,3,0
Adam Voges,1,0,16,0,16,1,0,2,1,0,1,419158,3,0
Faiz Fazal,1,0,14,0,14,1,1,1,0,0,1,419158,3,0
Sudeep Tyagi,2,0,24,0,12,5,2,2,1,0,2,419159,3,-6
Doug Bollinger,4,0,39,0,9.75,9,3,2,1,0,2,419159,3,0
Albie Morkel,4,0,48,1,12,7,6,2,1,0,2,419159,3,19
Ravichandran Ashwin,4,0,20,1,5,11,2,0,0,0,2,419159,3,25
Suresh Raina,4,0,33,1,8.25,6,3,1,0,0,2,419159,3,25
Justin Kemp,1,0,12,0,12,0,2,0,0,0,2,419159,3,0
Shadab Jakati,1,0,14,0,14,0,1,1,0,0,2,419159,3,0
Ramesh Powar,4,0,28,2,7,11,3,1,1,0,1,419159,3,50
Irfan Pathan,3.4,0,44,0,12,7,6,2,0,0,1,419159,3,-6
Vikram Singh,3,0,40,0,13.33,5,4,2,2,1,1,419159,3,-6
Piyush Chawla,4,0,28,1,7,11,3,1,0,0,1,419159,3,25
Rusty Theron,4,0,43,1,10.75,4,5,1,1,0,1,419159,3,25
Yuvraj Singh,1,0,7,0,7,2,1,0,0,0,1,419159,3,0
Dirk Nannes,4,0,22,0,5.5,11,3,0,0,0,2,419160,3,0
Ashish Nehra,4,0,32,2,8,10,3,1,0,0,2,419160,3,50
Umesh Yadav,4,0,24,2,6,13,4,0,1,0,2,419160,3,50
Amit Mishra,4,0,28,1,7,9,1,2,0,0,2,419160,3,25
Paul Collingwood,3,0,23,1,7.67,4,1,1,0,0,2,419160,3,25
Tillakaratne Dilshan,1,0,14,0,14,2,0,2,0,0,2,419160,3,0
Chaminda Vaas,4,0,19,1,4.75,11,2,0,0,0,1,419160,3,31
Mitchell Marsh,2,0,19,1,9.5,5,3,0,0,1,1,419160,3,25
Harmeet Singh,4,0,41,2,10.25,8,4,2,1,0,1,419160,3,50
Andrew Symonds,2,0,8,0,4,5,0,0,0,0,1,419160,3,6
Pragyan Ojha,4,0,16,2,4,11,1,0,0,0,1,419160,3,56
Rahul Sharma,4,0,29,0,7.25,8,0,2,1,0,1,419160,3,0
Shane Bond,4,0,24,2,6,8,2,0,0,0,2,419161,3,50
Ashok Dinda,4,0,20,1,5,13,2,0,1,0,2,419161,3,25
Jaydev Unadkat,4,0,27,1,6.75,8,3,0,0,0,2,419161,3,25
Sourav Ganguly,1,0,13,0,13,1,1,1,0,0,2,419161,3,0
Murali Kartik,4,0,20,2,5,11,2,0,0,0,2,419161,3,50
David Hussey,2,0,14,0,7,5,2,0,0,0,2,419161,3,0
Manoj Tiwary,1,0,11,1,11,2,0,1,1,0,2,419161,3,25
Ali Murtaza,4,0,27,0,6.75,11,1,1,1,0,1,419161,3,0
Dilhara Fernando,3,0,31,0,10.33,8,3,1,1,1,1,419161,3,0
Ryan McLaren,3,0,26,0,8.67,8,3,1,1,0,1,419161,3,0
Dwayne Bravo,2,0,7,0,3.5,6,0,0,1,0,1,419161,3,6
Stuart Binny,1,0,9,0,9,0,1,0,0,0,1,419161,3,0
Jean-Paul Duminy,2.3,0,22,0,8.8,5,4,0,0,0,1,419161,3,0
Rajagopal Sathish,2,0,11,1,5.5,6,1,0,1,0,1,419161,3,25
Praveen Kumar,3,0,29,0,9.67,8,4,0,1,0,2,419162,3,0
Dale Steyn,4,0,43,2,10.75,10,4,2,3,0,2,419162,3,50
Vinay Kumar,2,0,25,0,12.5,4,1,2,1,0,2,419162,3,-6
Jacques Kallis,2,0,25,0,12.5,1,3,1,0,0,2,419162,3,-6
Anil Kumble,4,0,30,1,7.5,9,1,1,0,2,2,419162,3,25
Kevin Pietersen,4,0,20,1,5,8,1,0,0,0,2,419162,3,25
Virat Kohli,1,0,10,0,10,2,0,1,0,0,2,419162,3,0
Zaheer Khan,4,0,34,0,8.5,8,5,0,0,0,1,419162,3,0
Dilhara Fernando,4,0,28,1,7,11,3,0,1,1,1,419162,3,25
Lasith Malinga,4,0,24,2,6,10,2,0,1,0,1,419162,3,50
Harbhajan Singh,4,0,44,2,11,6,2,3,3,0,1,419162,3,50
Kieron Pollard,4,0,17,3,4.25,10,0,0,2,0,1,419162,3,85
Andrew Symonds,4,0,18,1,4.5,14,2,0,1,0,2,419163,3,31
Ryan Harris,4,0,29,3,7.25,11,3,1,1,0,2,419163,3,79
RP Singh,4,0,33,0,8.25,10,2,2,1,0,2,419163,3,0
Pragyan Ojha,4,0,27,1,6.75,7,1,1,0,0,2,419163,3,25
Harmeet Singh,4,0,22,1,5.5,11,3,0,0,0,2,419163,3,25
Ravichandran Ashwin,4,0,14,1,3.5,15,0,1,0,0,1,419163,3,31
Doug Bollinger,4,1,13,4,3.25,18,2,0,0,0,1,419163,3,126
Muttiah Muralitharan,4,0,16,1,4,14,1,0,0,0,1,419163,3,31
Albie Morkel,3,0,15,1,5,9,2,0,0,0,1,419163,3,25
Shadab Jakati,4,0,44,2,11,8,4,1,2,0,1,419163,3,50
Suresh Raina,0.2,0,0,1,0,2,0,0,0,0,1,419163,3,25
Anil Kumble,3.3,0,16,4,4.57,13,1,1,0,0,2,419164,3,114
Praveen Kumar,4,0,18,2,4.5,13,2,0,0,0,2,419164,3,56
Dale Steyn,3,1,11,1,3.67,15,2,0,2,0,2,419164,3,43
Nayan Doshi,4,0,17,1,4.25,14,0,1,1,0,2,419164,3,31
Kevin Pietersen,1,0,10,0,10,2,2,0,0,0,2,419164,3,0
Balachandra Akhil,1,0,6,0,6,3,1,0,0,0,2,419164,3,0
Jacques Kallis,2,1,3,2,1.5,9,0,0,0,0,2,419164,3,68
Ryan Harris,3,0,14,0,4.67,12,2,0,1,0,1,419164,3,6
Andrew Symonds,3,0,17,0,5.67,8,2,0,0,0,1,419164,3,0
Pragyan Ojha,3.5,0,22,0,5.74,12,2,1,0,0,1,419164,3,0
Rahul Sharma,3,0,24,1,8,5,2,1,0,0,1,419164,3,25
Harmeet Singh,1,0,7,0,7,2,1,0,0,0,1,419164,3,0
Harbhajan Singh,4,0,30,0,7.5,10,1,2,0,0,2,419165,3,0
Lasith Malinga,4,0,33,0,8.25,11,4,0,1,0,2,419165,3,0
Zaheer Khan,4,0,34,1,8.5,9,2,2,1,0,2,419165,3,25
Dilhara Fernando,4,0,23,2,5.75,14,2,1,2,0,2,419165,3,50
Kieron Pollard,4,0,45,1,11.25,3,2,3,0,0,2,419165,3,25
Ravichandran Ashwin,4,1,24,0,6,13,3,0,2,0,1,419165,3,12
Doug Bollinger,4,0,31,1,7.75,10,2,2,0,0,1,419165,3,25
Albie Morkel,3,0,20,1,6.67,8,3,0,1,0,1,419165,3,25
Muttiah Muralitharan,4,0,17,1,4.25,11,1,0,0,0,1,419165,3,31
Shadab Jakati,3,0,26,2,8.67,6,1,2,0,0,1,419165,3,50
Suresh Raina,2,0,21,1,10.5,4,2,1,2,0,1,419165,3,25
Iqbal Abdulla,4,0,26,1,6.5,7,3,0,0,0,2,501198,4,25
Yusuf Pathan,3,0,19,1,6.33,7,2,0,1,0,2,501198,4,25
Lakshmipathy Balaji,4,0,25,0,6.25,8,2,0,0,0,2,501198,4,0
Jacques Kallis,3,0,34,2,11.33,5,5,1,0,0,2,501198,4,50
Sarabjit Ladda,3,0,29,0,9.67,7,1,3,0,0,2,501198,4,0
Rajat Bhatia,3,0,19,0,6.33,2,1,0,0,0,2,501198,4,0
Albie Morkel,3,0,32,0,10.67,2,5,0,1,0,1,501198,4,0
Tim Southee,4,0,30,1,7.5,9,4,0,0,0,1,501198,4,25
Ravichandran Ashwin,4,0,26,1,6.5,11,2,0,1,0,1,501198,4,25
Suraj Randiv,4,0,33,1,8.25,9,2,2,1,0,1,501198,4,25
Shadab Jakati,4,0,26,1,6.5,7,1,1,0,0,1,501198,4,25
Suresh Raina,1,0,3,1,3,3,0,0,0,0,1,501198,4,25
Jacob Oram,2,0,13,0,6.5,6,1,0,0,0,2,501199,4,0
Amit Singh,4,0,35,3,8.75,11,4,2,0,0,2,501199,4,79
Johan Botha,4,0,31,0,7.75,6,2,1,0,0,2,501199,4,0
Siddharth Trivedi,4,0,15,3,3.75,13,1,0,0,0,2,501199,4,85
Shane Warne,4,0,21,2,5.25,13,0,1,1,0,2,501199,4,50
Ashok Menaria,1,0,8,0,8,1,1,0,0,0,2,501199,4,0
Stuart Binny,1,0,14,0,14,0,1,1,0,0,2,501199,4,0
Pragyan Ojha,3.5,0,44,0,11.48,3,5,1,0,0,1,501199,4,0
Dale Steyn,4,0,18,2,4.5,16,3,0,0,1,1,501199,4,56
Ishant Sharma,4,0,24,0,6,13,2,1,1,1,1,501199,4,0
Daniel Christian,3,0,25,0,8.33,6,3,0,0,0,1,501199,4,0
Amit Mishra,4,0,28,0,7,9,2,1,0,0,1,501199,4,0
Zaheer Khan,4,0,28,1,7,10,2,1,0,0,2,501200,4,25
Dirk Nannes,3,0,31,1,10.33,5,4,1,1,0,2,501200,4,25
Daniel Vettori,4,0,17,1,4.25,11,1,0,0,0,2,501200,4,31
Tillakaratne Dilshan,4,0,30,1,7.5,7,2,1,0,0,2,501200,4,25
Abhimanyu Mithun,1,0,19,0,19,2,1,2,0,1,2,501200,4,0
Virat Kohli,2,0,14,1,7,4,2,0,0,0,2,501200,4,25
Asad Pathan,2,0,19,0,9.5,3,1,0,2,0,2,501200,4,0
RP Singh,3,0,29,0,9.67,5,3,0,4,0,1,501200,4,0
Sreesanth,3,0,28,1,9.33,6,2,1,1,2,1,501200,4,25
Ravindra Jadeja,4,0,28,1,7,8,2,1,1,0,1,501200,4,25
Vinay Kumar,3.4,0,26,1,7.09,12,5,0,1,0,1,501200,4,25
Muttiah Muralitharan,4,0,27,0,6.75,10,0,2,0,0,1,501200,4,0
Raiphi Gomez,1,0,20,1,20,1,0,3,0,0,1,501200,4,25
Harbhajan Singh,3,0,14,2,4.67,11,0,1,1,0,2,501201,4,56
Lasith Malinga,3.4,1,13,5,3.55,16,2,0,1,0,2,501201,4,159
Ali Murtaza,4,0,21,1,5.25,13,3,0,1,0,2,501201,4,25
Munaf Patel,3,0,20,0,6.67,10,2,1,0,0,2,501201,4,0
Kieron Pollard,3,0,18,0,6,5,1,0,1,0,2,501201,4,0
James Franklin,1,0,9,0,9,0,1,0,0,0,2,501201,4,0
Ashok Dinda,2,0,7,0,3.5,8,1,0,0,0,1,501201,4,6
Morne Morkel,4,0,29,1,7.25,8,3,0,3,0,1,501201,4,25
Irfan Pathan,2.5,0,14,0,4.94,9,1,0,3,0,1,501201,4,6
Umesh Yadav,2,0,16,0,8,3,2,0,0,0,1,501201,4,0
Roelof van der Merwe,4,0,16,0,4,14,0,1,0,0,1,501201,4,6
Aaron Finch,2,0,13,0,6.5,5,1,0,1,0,1,501201,4,0
Alfonso Thomas,4,0,27,2,6.75,11,2,1,1,0,2,501202,4,50
Shrikant Wagh,3,0,16,3,5.33,11,2,0,3,0,2,501202,4,79
Wayne Parnell,4,0,20,1,5,16,4,0,0,0,2,501202,4,25
Murali Kartik,1,0,10,0,10,3,2,0,0,1,2,501202,4,0
Jesse Ryder,3,1,9,1,3,11,0,0,1,0,2,501202,4,43
Mithun Manhas,3,0,14,0,4.67,8,1,0,0,0,2,501202,4,6
Rahul Sharma,2,0,12,0,6,5,1,0,0,0,2,501202,4,0
Praveen Kumar,3,0,28,1,9.33,8,2,2,1,0,1,501202,4,25
Nathan Rimmington,3,0,19,0,6.33,10,3,0,0,0,1,501202,4,0
Ryan McLaren,3,0,26,1,8.67,8,5,0,0,0,1,501202,4,25
Piyush Chawla,1,0,12,0,12,3,1,1,0,0,1,501202,4,0
Abhishek Nayar,3.1,0,27,1,8.53,8,3,1,2,0,1,501202,4,25
Dale Steyn,4,0,33,1,8.25,11,6,0,1,0,2,501203,4,25
Ishant Sharma,3,0,27,0,9,6,5,0,0,0,2,501203,4,0
Daniel Christian,2,0,19,0,9.5,4,3,0,1,0,2,501203,4,0
Amit Mishra,4,0,19,2,4.75,12,2,0,0,0,2,501203,4,56
Pragyan Ojha,4,0,26,0,6.5,10,3,0,1,0,2,501203,4,0
Dwaraka Ravi Teja,1,0,9,0,9,1,1,0,0,0,2,501203,4,0
Jean-Paul Duminy,2,0,23,1,11.5,5,0,3,0,0,2,501203,4,25
Iqbal Abdulla,4,0,24,3,6,13,2,1,0,0,1,501203,4,79
Lakshmipathy Balaji,4,0,31,0,7.75,8,3,1,1,0,1,501203,4,0
Yusuf Pathan,3,0,22,0,7.33,8,2,1,0,0,1,501203,4,0
Jaydev Unadkat,4,0,36,2,9,9,2,2,2,0,1,501203,4,50
Rajat Bhatia,4,0,29,2,7.25,7,4,0,0,0,1,501203,4,50
Ryan ten Doeschate,1,0,7,0,7,0,0,0,1,0,1,501203,4,0
Shaun Tait,4,0,40,2,10,10,6,1,0,1,2,501204,4,50
Amit Singh,4,1,18,1,4.5,17,3,0,1,0,2,501204,4,43
Johan Botha,4,0,36,0,9,9,1,3,0,0,2,501204,4,0
Siddharth Trivedi,4,0,36,1,9,8,2,2,2,0,2,501204,4,25
Shane Warne,4,0,17,2,4.25,16,2,0,0,0,2,501204,4,56
Ashok Dinda,3.3,0,34,1,9.71,10,5,1,0,2,1,501204,4,25
Morne Morkel,4,0,11,1,2.75,14,0,0,0,0,1,501204,4,31
Irfan Pathan,3,0,32,1,10.67,8,2,3,1,0,1,501204,4,25
Roelof van der Merwe,4,0,41,1,10.25,5,5,1,0,0,1,501204,4,25
Shahbaz Nadeem,4,0,25,0,6.25,10,1,1,0,0,1,501204,4,0
Lasith Malinga,4,0,32,2,8,11,4,1,1,0,2,501205,4,50
Munaf Patel,3,0,10,0,3.33,9,0,0,0,0,2,501205,4,6
Kieron Pollard,4,0,25,2,6.25,11,2,1,1,0,2,501205,4,50
Ali Murtaza,4,0,26,0,6.5,9,2,1,0,0,2,501205,4,0
Harbhajan Singh,4,0,27,0,6.75,8,3,0,2,0,2,501205,4,0
James Franklin,1,0,9,0,9,0,1,0,0,0,2,501205,4,0
Zaheer Khan,4,0,36,0,9,14,5,2,1,0,1,501205,4,0
Daniel Vettori,4,0,18,0,4.5,11,1,0,0,0,1,501205,4,6
Dirk Nannes,1,1,0,1,0,6,0,0,0,0,1,501205,4,37
Abhimanyu Mithun,3,0,31,0,10.33,4,5,0,0,1,1,501205,4,0
Virat Kohli,2,0,15,0,7.5,1,1,0,0,0,1,501205,4,0
Tillakaratne Dilshan,1,0,12,0,12,1,2,0,0,0,1,501205,4,0
Asad Pathan,3.3,0,30,0,8.57,4,4,0,0,0,1,501205,4,0
Praveen Kumar,4,1,37,2,9.25,14,3,3,0,0,2,501206,4,62
Ryan Harris,4,0,25,1,6.25,13,3,0,0,0,2,501206,4,25
Ryan McLaren,4,0,31,0,7.75,5,3,0,0,1,2,501206,4,0
Piyush Chawla,3,0,33,1,11,5,4,1,0,0,2,501206,4,25
Abhishek Nayar,2,0,24,0,12,1,2,1,0,0,2,501206,4,-6
Bhargav Bhatt,3,0,35,0,11.67,2,3,1,1,0,2,501206,4,0
Ravichandran Ashwin,4,0,37,0,9.25,5,5,0,1,0,1,501206,4,0
Tim Southee,4,0,33,1,8.25,10,6,0,0,0,1,501206,4,25
Albie Morkel,3,0,38,1,12.67,2,5,1,0,0,1,501206,4,19
Suraj Randiv,4,0,32,1,8,6,4,0,0,0,1,501206,4,25
Scott Styris,1,0,13,0,13,1,1,1,0,0,1,501206,4,0
Shadab Jakati,2.1,0,28,0,12.92,0,3,1,0,0,1,501206,4,-6
Suresh Raina,1,0,12,0,12,2,1,1,0,0,1,501206,4,0
Alfonso Thomas,3,0,31,1,10.33,6,6,0,0,0,2,501207,4,25
Shrikant Wagh,2,0,10,0,5,8,2,0,0,0,2,501207,4,0
Wayne Parnell,4,0,35,3,8.75,11,3,1,1,0,2,501207,4,79
Murali Kartik,4,0,30,0,7.5,10,0,2,1,1,2,501207,4,0
Rahul Sharma,4,0,18,1,4.5,15,1,1,0,0,2,501207,4,31
Yuvraj Singh,1,0,12,0,12,1,0,1,0,0,2,501207,4,0
Jesse Ryder,2,0,8,1,4,5,0,0,0,0,2,501207,4,31
RP Singh,3,0,30,0,10,7,3,1,0,0,1,501207,4,0
Sreesanth,3,0,21,0,7,8,2,0,4,0,1,501207,4,0
Muttiah Muralitharan,3.5,0,42,1,10.96,7,3,3,1,0,1,501207,4,25
Vinay Kumar,3,0,15,1,5,10,1,0,3,0,1,501207,4,25
Ravindra Jadeja,4,0,28,1,7,8,1,1,1,0,1,501207,4,25
Brad Hodge,2,0,14,2,7,6,2,0,1,0,1,501207,4,50
Zaheer Khan,4,0,32,3,8,9,5,0,1,0,2,501208,4,79
Johan van der Wath,4,0,30,1,7.5,14,4,1,1,2,2,501208,4,25
Sreenath Aravind,3,0,26,0,8.67,6,4,0,1,0,2,501208,4,0
Daniel Vettori,4,0,29,0,7.25,7,3,0,0,0,2,501208,4,0
Ryan Ninan,3,0,34,1,11.33,3,1,3,0,0,2,501208,4,25
Tillakaratne Dilshan,2,0,22,0,11,2,0,2,0,0,2,501208,4,0
Dale Steyn,4,0,24,3,6,14,3,0,0,2,1,501208,4,79
Ishant Sharma,4,0,21,1,5.25,14,3,0,0,0,1,501208,4,25
Manpreet Gony,4,0,31,3,7.75,7,2,1,0,0,1,501208,4,79
Daniel Christian,4,0,22,1,5.5,10,1,0,2,0,1,501208,4,25
Amit Mishra,4,0,41,1,10.25,7,3,2,0,1,1,501208,4,25
Brett Lee,4,0,29,0,7.25,10,2,0,2,0,2,501209,4,0
Lakshmipathy Balaji,4,0,31,0,7.75,12,2,2,2,0,2,501209,4,0
Jacques Kallis,4,0,31,0,7.75,8,3,0,2,0,2,501209,4,0
Shakib Al Hasan,4,0,31,2,7.75,9,1,2,2,0,2,501209,4,50
Rajat Bhatia,1,0,12,0,12,0,2,0,0,0,2,501209,4,0
Iqbal Abdulla,2,0,14,0,7,3,0,1,0,0,2,501209,4,0
Yusuf Pathan,1,0,4,2,4,3,0,0,0,0,2,501209,4,50
Ashok Menaria,2,0,18,0,9,5,1,1,1,0,1,501209,4,0
Amit Singh,2.3,0,26,0,10.4,7,5,0,1,0,1,501209,4,0
Shane Watson,2,0,18,0,9,2,2,0,0,0,1,501209,4,0
Nayan Doshi,2,0,23,0,11.5,2,1,2,0,0,1,501209,4,0
Johan Botha,2,0,13,0,6.5,2,1,0,0,0,1,501209,4,0
Shane Warne,4,0,28,0,7,9,4,0,0,0,1,501209,4,0
Siddharth Trivedi,4,0,34,0,8.5,6,4,0,0,1,1,501209,4,0
RP Singh,4,0,15,0,3.75,13,1,0,0,0,2,501210,4,6
Vinay Kumar,4,0,48,0,12,8,6,2,3,0,2,501210,4,-6
Thisara Perera,4,0,38,0,9.5,9,3,2,1,0,2,501210,4,0
Raiphi Gomez,3,0,29,1,9.67,7,2,2,1,0,2,501210,4,25
Ravindra Jadeja,4,0,29,0,7.25,7,3,0,1,0,2,501210,4,0
Ramesh Powar,1,0,12,0,12,2,1,1,0,0,2,501210,4,0
Lasith Malinga,4,0,42,2,10.5,12,9,0,3,0,1,501210,4,50
Munaf Patel,3,0,15,0,5,10,2,0,0,0,1,501210,4,0
Ali Murtaza,4,0,37,0,9.25,9,3,2,1,0,1,501210,4,0
Kieron Pollard,3,0,43,0,14.33,4,6,1,3,0,1,501210,4,-6
Harbhajan Singh,4,0,33,0,8.25,6,2,1,0,0,1,501210,4,0
Rajagopal Sathish,1,0,11,0,11,0,1,0,0,0,1,501210,4,0
Zaheer Khan,4,0,33,1,8.25,9,4,1,0,0,2,501211,4,25
Daniel Vettori,4,0,23,0,5.75,13,2,1,0,0,2,501211,4,0
Johan van der Wath,4,0,49,2,12.25,5,7,1,1,0,2,501211,4,44
Tillakaratne Dilshan,2,0,21,0,10.5,0,3,0,0,0,2,501211,4,0
Ryan Ninan,3,0,31,2,10.33,5,2,2,0,0,2,501211,4,50
Virat Kohli,3,0,23,0,7.67,3,2,0,0,0,2,501211,4,0
Albie Morkel,4,0,34,2,8.5,11,3,2,1,0,1,501211,4,50
Tim Southee,4,0,32,1,8,9,3,1,1,0,1,501211,4,25
Ravichandran Ashwin,4,0,23,1,5.75,13,3,0,1,0,1,501211,4,25
Suraj Randiv,4,0,24,2,6,6,1,0,0,0,1,501211,4,50
Shadab Jakati,3,0,36,1,12,4,3,2,1,0,1,501211,4,19
