,Player,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points,Teams
4551,Shikhar Dhawan,not out,73,52,10,1,140.38,1,548356,5,85,Deccan Chargers
4552,Cameron White,c & b Parameswaran,45,24,2,3,187.5,1,548356,5,59,Deccan Chargers
4553,Kumar Sangakkara,not out,10,3,1,1,333.33,1,548356,5,19,Deccan Chargers
4554,Tillakaratne Dilshan,b Pratap Singh,71,54,8,2,131.48,2,548356,5,83,Royal Challengers Bangalore
4555,Chris Gayle,b Anand Rajan,26,22,1,2,118.18,2,548356,5,31,Royal Challengers Bangalore
4556,Virat Kohli,c Steyn b Mishra,9,9,1,0,100,2,548356,5,10,Royal Challengers Bangalore
4557,Asad Pathan,c Steyn b Mishra,4,4,0,0,100,2,548356,5,4,Royal Challengers Bangalore
4558,AB de Villiers,not out,47,17,5,3,276.47,2,548356,5,64,Royal Challengers Bangalore
4559,Mayank Agarwal,lbw b Ashish Reddy,18,6,1,2,300,2,548356,5,29,Royal Challengers Bangalore
4560,Jamaluddin Syed Mohammad,not out,4,1,1,0,400,2,548356,5,11,Royal Challengers Bangalore
4561,David Warner,c †McCullum b Kallis,21,19,2,1,110.53,1,548357,5,25,Delhi Daredevils
4562,Virender Sehwag,lbw b Kallis,23,9,3,1,255.56,1,548357,5,34,Delhi Daredevils
4563,Mahela Jayawardene,run out (Gambhir),30,27,3,1,111.11,1,548357,5,35,Delhi Daredevils
4564,Ross Taylor,c Bhatia b Sangwan,16,27,0,0,59.26,1,548357,5,16,Delhi Daredevils
4565,Irfan Pathan,st †McCullum b Narine,36,22,4,1,163.64,1,548357,5,42,Delhi Daredevils
4566,Yogesh Nagar,b Lee,10,7,1,0,142.86,1,548357,5,11,Delhi Daredevils
4567,Naman Ojha,c Tiwary b Narine,2,6,0,0,33.33,1,548357,5,-4,Delhi Daredevils
4568,Morne Morkel,run out (Lee),0,0,0,0,0,1,548357,5,-2,Delhi Daredevils
4569,Shahbaz Nadeem,not out,0,2,0,0,0,1,548357,5,-2,Delhi Daredevils
4570,Varun Aaron,run out (†McCullum/Narine),1,1,0,0,100,1,548357,5,1,Delhi Daredevils
4571,Brendon McCullum,c Sehwag b Yadav,56,44,7,0,127.27,2,548357,5,63,Kolkata Knight Riders
4572,Gautam Gambhir,b Aaron,36,21,4,1,171.43,2,548357,5,48,Kolkata Knight Riders
4573,Jacques Kallis,c †Ojha b Yadav,30,27,3,0,111.11,2,548357,5,33,Kolkata Knight Riders
4574,Manoj Tiwary,c Pathan b Morkel,8,6,0,0,133.33,2,548357,5,8,Kolkata Knight Riders
4575,Yusuf Pathan,not out,7,11,0,0,63.64,2,548357,5,7,Kolkata Knight Riders
4576,Debabrata Das,not out,1,3,0,0,33.33,2,548357,5,-5,Kolkata Knight Riders
4577,Sourav Ganguly,c Chavan b Tait,14,18,1,0,77.78,1,548358,5,15,Pune Warriors
4578,Michael Clarke,lbw b Binny,16,18,1,0,88.89,1,548358,5,17,Pune Warriors
4579,Robin Uthappa,c †Yagnik b Tait,13,19,0,0,68.42,1,548358,5,13,Pune Warriors
4580,Anustup Majumdar,b Botha,30,20,1,2,150,1,548358,5,35,Pune Warriors
4581,Steven Smith,not out,18,22,1,0,81.82,1,548358,5,19,Pune Warriors
4582,Angelo Mathews,run out (Shah),11,12,0,0,91.67,1,548358,5,11,Pune Warriors
4583,Mithun Manhas,b Tait,11,9,1,0,122.22,1,548358,5,12,Pune Warriors
4584,Wayne Parnell,not out,2,2,0,0,100,1,548358,5,2,Pune Warriors
4585,Rahul Dravid,c Clarke b Parnell,14,16,2,0,87.5,2,548358,5,16,Rajasthan Royals
4586,Ajinkya Rahane,c Smith b Kumar,0,3,0,0,0,2,548358,5,-2,Rajasthan Royals
4587,Shane Watson,not out,90,51,10,4,176.47,2,548358,5,114,Rajasthan Royals
4588,Ashok Menaria,c Manhas b Clarke,18,21,1,0,85.71,2,548358,5,19,Rajasthan Royals
4589,Owais Shah,not out,4,7,0,0,57.14,2,548358,5,4,Rajasthan Royals
4590,Mandeep Singh,b Ashish Reddy,75,48,8,3,156.25,1,548359,5,89,Kings XI Punjab
4591,Shaun Marsh,b Dhawan,22,20,3,0,110,1,548359,5,25,Kings XI Punjab
4592,Nitin Saini,lbw b Ashish Reddy,2,4,0,0,50,1,548359,5,2,Kings XI Punjab
4593,David Hussey,c Harris b Pratap Singh,16,16,1,1,100,1,548359,5,19,Kings XI Punjab
4594,Azhar Mahmood,run out (Ashish Reddy/Theron),14,9,2,0,155.56,1,548359,5,16,Kings XI Punjab
4595,David Miller,not out,28,18,3,1,155.56,1,548359,5,33,Kings XI Punjab
4596,Siddharth Chitnis,not out,6,5,0,0,120,1,548359,5,6,Kings XI Punjab
4597,Daniel Harris,c Awana b Hussey,30,29,2,1,103.45,2,548359,5,34,Deccan Chargers
4598,Shikhar Dhawan,c Azhar Mahmood b Kumar,8,6,1,0,133.33,2,548359,5,9,Deccan Chargers
4599,Parthiv Patel,b Awana,17,13,1,1,130.77,2,548359,5,20,Deccan Chargers
4600,Cameron White,c Marsh b Hussey,8,14,1,0,57.14,2,548359,5,9,Deccan Chargers
4601,Kumar Sangakkara,c †Saini b Kumar,4,6,0,0,66.67,2,548359,5,4,Deccan Chargers
4602,Akshath Reddy,st †Saini b Chawla,24,13,2,1,184.62,2,548359,5,34,Deccan Chargers
4603,Abhishek Jhunjhunwala,run out (Marsh),19,20,0,1,95,2,548359,5,21,Deccan Chargers
4604,Ashish Reddy,c Marsh b Awana,8,8,1,0,100,2,548359,5,9,Deccan Chargers
4605,Rusty Theron,not out,7,6,1,0,116.67,2,548359,5,8,Deccan Chargers
4606,Amit Mishra,not out,8,5,1,0,160,2,548359,5,9,Deccan Chargers
4607,James Franklin,c Khan b Vinay Kumar,1,6,0,0,16.67,1,548360,5,-5,Mumbai Indians
4608,Sachin Tendulkar,c & b Patel,24,27,4,0,88.89,1,548360,5,28,Mumbai Indians
4609,Rohit Sharma,lbw b Vinay Kumar,0,3,0,0,0,1,548360,5,-2,Mumbai Indians
4610,Dinesh Karthik,c Kohli b Muralitharan,44,39,3,1,112.82,1,548360,5,49,Mumbai Indians
4611,Ambati Rayudu,c Muralitharan b Patel,22,17,2,0,129.41,1,548360,5,24,Mumbai Indians
4612,Dwayne Smith,c Vinay Kumar b Muralitharan,2,3,0,0,66.67,1,548360,5,2,Mumbai Indians
4613,Kieron Pollard,not out,21,13,0,2,161.54,1,548360,5,25,Mumbai Indians
4614,Harbhajan Singh,not out,20,12,3,0,166.67,1,548360,5,23,Mumbai Indians
4615,Tillakaratne Dilshan,lbw b Ojha,19,25,3,0,76,2,548360,5,22,Royal Challengers Bangalore
4616,Chris Gayle,not out,82,59,5,6,138.98,2,548360,5,99,Royal Challengers Bangalore
4617,Virat Kohli,not out,36,25,1,2,144,2,548360,5,41,Royal Challengers Bangalore
4618,Rahul Dravid,c Hussey b Hilfenhaus,4,9,1,0,44.44,1,548361,5,-1,Rajasthan Royals
4619,Ajinkya Rahane,c Ashwin b Mahesh,17,22,2,0,77.27,1,548361,5,19,Rajasthan Royals
4620,Shane Watson,c Ashwin b Hilfenhaus,5,11,1,0,45.45,1,548361,5,0,Rajasthan Royals
4621,Stuart Binny,c Raina b Mahesh,27,18,3,1,150,1,548361,5,32,Rajasthan Royals
4622,Brad Hodge,lbw b Ashwin,33,28,2,1,117.86,1,548361,5,37,Rajasthan Royals
4623,Johan Botha,b Jadeja,12,20,0,0,60,1,548361,5,12,Rajasthan Royals
4624,Ashok Menaria,not out,6,5,1,0,120,1,548361,5,7,Rajasthan Royals
4625,Dishant Yagnik,not out,10,7,2,0,142.86,1,548361,5,12,Rajasthan Royals
4626,Michael Hussey,run out (Tait),19,32,2,0,59.38,2,548361,5,21,Chennai Super Kings
4627,Murali Vijay,b Watson,0,5,0,0,0,2,548361,5,-2,Chennai Super Kings
4628,Suresh Raina,c Rahane b Pankaj Singh,23,17,5,0,135.29,2,548361,5,28,Chennai Super Kings
4629,Dwayne Bravo,c Binny b Trivedi,10,15,0,0,66.67,2,548361,5,10,Chennai Super Kings
4630,MS Dhoni,c Rahane b Trivedi,10,16,1,0,62.5,2,548361,5,11,Chennai Super Kings
4631,Ravindra Jadeja,c Botha b Pankaj Singh,16,13,1,1,123.08,2,548361,5,19,Chennai Super Kings
4632,Albie Morkel,not out,18,6,1,2,300,2,548361,5,29,Chennai Super Kings
4633,Srikkanth Anirudha,not out,18,6,1,2,300,2,548361,5,29,Chennai Super Kings
4634,Chris Gayle,c Pandey b Mathews,57,31,3,6,183.87,1,548362,5,78,Royal Challengers Bangalore
4635,Tillakaratne Dilshan,run out (Thomas),53,44,6,1,120.45,1,548362,5,61,Royal Challengers Bangalore
4636,Virat Kohli,c Smith b Sharma,9,12,1,0,75,1,548362,5,10,Royal Challengers Bangalore
4637,Saurabh Tiwary,not out,36,30,3,1,120,1,548362,5,41,Royal Challengers Bangalore
4638,AB de Villiers,not out,9,4,0,1,225,1,548362,5,17,Royal Challengers Bangalore
4639,Mohnish Mishra,lbw b Khan,4,4,1,0,100,2,548362,5,5,Pune Warriors
4640,Michael Clarke,c Tiwary b Vinay Kumar,13,10,2,0,130,2,548362,5,15,Pune Warriors
4641,Manish Pandey,b Khan,0,2,0,0,0,2,548362,5,-2,Pune Warriors
4642,Robin Uthappa,st †de Villiers b Muralitharan,38,23,5,1,165.22,2,548362,5,45,Pune Warriors
4643,Anustup Majumdar,c Khan b Patel,31,26,4,0,119.23,2,548362,5,35,Pune Warriors
4644,Angelo Mathews,st †de Villiers b Appanna,4,10,0,0,40,2,548362,5,-2,Pune Warriors
4645,Steven Smith,not out,24,25,1,0,96,2,548362,5,25,Pune Warriors
4646,Bhuvneshwar Kumar,b Muralitharan,2,4,0,0,50,2,548362,5,2,Pune Warriors
4647,Alfonso Thomas,b Vinay Kumar,7,6,1,0,116.67,2,548362,5,8,Pune Warriors
4648,Rahul Sharma,b Vinay Kumar,0,2,0,0,0,2,548362,5,-2,Pune Warriors
4649,Krishnakant Upadhyay,not out,11,8,0,1,137.5,2,548362,5,13,Pune Warriors
4650,Herschelle Gibbs,not out,66,58,7,2,113.79,1,548363,5,77,Mumbai Indians
4651,Sachin Tendulkar,st †Bisla b Shakib Al Hasan,2,2,0,0,100,1,548363,5,2,Mumbai Indians
4652,Rohit Sharma,not out,109,60,12,5,181.67,1,548363,5,153,Mumbai Indians
4653,Manvinder Bisla,c Patel b Ojha,1,2,0,0,50,2,548363,5,1,Kolkata Knight Riders
4654,Gautam Gambhir,b Patel,0,2,0,0,0,2,548363,5,-2,Kolkata Knight Riders
4655,Jacques Kallis,c Sharma b Smith,79,60,7,3,131.67,2,548363,5,92,Kolkata Knight Riders
4656,Manoj Tiwary,lbw b Pollard,27,25,4,0,108,2,548363,5,31,Kolkata Knight Riders
4657,Yusuf Pathan,not out,40,31,2,1,129.03,2,548363,5,44,Kolkata Knight Riders
4658,Debabrata Das,not out,4,1,1,0,400,2,548363,5,11,Kolkata Knight Riders
4659,David Warner,c Ashwin b Hilfenhaus,8,9,1,0,88.89,1,548364,5,9,Delhi Daredevils
4660,Virender Sehwag,b Hilfenhaus,4,2,1,0,200,1,548364,5,11,Delhi Daredevils
4661,Naman Ojha,c †Dhoni b Hilfenhaus,3,11,0,0,27.27,1,548364,5,-3,Delhi Daredevils
4662,Mahela Jayawardene,c Hussey b Morkel,8,10,1,0,80,1,548364,5,9,Delhi Daredevils
4663,Venugopal Rao,c Morkel b Ashwin,27,24,0,2,112.5,1,548364,5,31,Delhi Daredevils
4664,Yogesh Nagar,not out,44,47,1,1,93.62,1,548364,5,47,Delhi Daredevils
4665,Irfan Pathan,not out,13,17,0,0,76.47,1,548364,5,13,Delhi Daredevils
4666,Michael Hussey,c Jayawardene b Pathan,38,32,5,1,118.75,2,548364,5,45,Chennai Super Kings
4667,Murali Vijay,not out,48,40,5,1,120,2,548364,5,55,Chennai Super Kings
4668,Suresh Raina,not out,28,20,1,2,140,2,548364,5,33,Chennai Super Kings
4669,Rahul Dravid,c †Uthappa b Nehra,21,20,4,0,105,1,548365,5,25,Rajasthan Royals
4670,Ajinkya Rahane,b Mathews,61,47,7,0,129.79,1,548365,5,68,Rajasthan Royals
4671,Shane Watson,b Nehra,58,31,6,4,187.1,1,548365,5,78,Rajasthan Royals
4672,Brad Hodge,c Ganguly b Nehra,14,14,0,0,100,1,548365,5,14,Rajasthan Royals
4673,Stuart Binny,not out,6,5,0,0,120,1,548365,5,6,Rajasthan Royals
4674,Johan Botha,not out,7,3,1,0,233.33,1,548365,5,14,Rajasthan Royals
4675,Sourav Ganguly,st †Goswami b Chandila,2,4,0,0,50,2,548365,5,2,Pune Warriors
4676,Jesse Ryder,c Watson b Chandila,1,2,0,0,50,2,548365,5,1,Pune Warriors
4677,Robin Uthappa,st †Goswami b Chandila,6,6,1,0,100,2,548365,5,7,Pune Warriors
4678,Anustup Majumdar,c & b Chandila,9,8,2,0,112.5,2,548365,5,11,Pune Warriors
4679,Callum Ferguson,lbw b Botha,23,26,2,0,88.46,2,548365,5,25,Pune Warriors
4680,Steven Smith,c Hodge b Botha,37,31,5,0,119.35,2,548365,5,42,Pune Warriors
4681,Angelo Mathews,c Rahane b Watson,23,19,1,0,121.05,2,548365,5,24,Pune Warriors
4682,Bhuvneshwar Kumar,b Tait,3,5,0,0,60,2,548365,5,3,Pune Warriors
4683,Murali Kartik,not out,8,9,0,0,88.89,2,548365,5,8,Pune Warriors
4684,Rahul Sharma,c Rahane b Watson,0,3,0,0,0,2,548365,5,-2,Pune Warriors
4685,Ashish Nehra,not out,9,8,1,0,112.5,2,548365,5,10,Pune Warriors
4686,Unmukt Chand,b Lee,0,1,0,0,0,1,597998,6,-2,Delhi Daredevils
4687,David Warner,c Kallis b Narine,21,19,4,0,110.53,1,597998,6,25,Delhi Daredevils
4688,Mahela Jayawardene,c Narine b Lee,66,52,8,1,126.92,1,597998,6,76,Delhi Daredevils
4689,Manprit Juneja,c Shukla b Balaji,8,9,1,0,88.89,1,597998,6,9,Delhi Daredevils
4690,Naman Ojha,c Lee b Bhatia,9,9,1,0,100,1,597998,6,10,Delhi Daredevils
4691,Johan Botha,lbw b Bhatia,7,6,1,0,116.67,1,597998,6,8,Delhi Daredevils
4692,Irfan Pathan,c Tiwary b Narine,4,7,0,0,57.14,1,597998,6,4,Delhi Daredevils
4693,Andre Russell,c & b Narine,4,8,0,0,50,1,597998,6,4,Delhi Daredevils
4694,Shahbaz Nadeem,run out (†Bisla/Narine),4,8,0,0,50,1,597998,6,4,Delhi Daredevils
4695,Ashish Nehra,c Shukla b Narine,0,1,0,0,0,1,597998,6,-2,Delhi Daredevils
4696,Umesh Yadav,not out,0,0,0,0,0,1,597998,6,-2,Delhi Daredevils
4697,Manvinder Bisla,c Chand b Nehra,4,9,1,0,44.44,2,597998,6,-1,Kolkata Knight Riders
4698,Gautam Gambhir,lbw b Botha,41,29,5,1,141.38,2,597998,6,48,Kolkata Knight Riders
4699,Jacques Kallis,c Chand b Nadeem,23,20,5,0,115,2,597998,6,28,Kolkata Knight Riders
4700,Manoj Tiwary,c †Ojha b Nadeem,23,23,2,0,100,2,597998,6,25,Kolkata Knight Riders
4701,Eoin Morgan,not out,14,15,1,0,93.33,2,597998,6,15,Kolkata Knight Riders
4702,Yusuf Pathan,not out,18,16,0,1,112.5,2,597998,6,20,Kolkata Knight Riders
4703,Chris Gayle,not out,92,58,11,5,158.62,1,597999,6,113,Royal Challengers Bangalore
4704,Tillakaratne Dilshan,b Johnson,0,8,0,0,0,1,597999,6,-2,Royal Challengers Bangalore
4705,Virat Kohli,lbw b Bumrah,24,14,4,1,171.43,1,597999,6,36,Royal Challengers Bangalore
4706,Mayank Agarwal,c Tendulkar b Bumrah,1,5,0,0,20,1,597999,6,-5,Royal Challengers Bangalore
4707,Daniel Christian,c Johnson b Harbhajan Singh,4,13,0,0,30.77,1,597999,6,-2,Royal Challengers Bangalore
4708,Karun Nair,lbw b Bumrah,0,3,0,0,0,1,597999,6,-2,Royal Challengers Bangalore
4709,Arun Karthik,not out,19,19,3,0,100,1,597999,6,22,Royal Challengers Bangalore
4710,Ricky Ponting,st †Arun Karthik b Kartik,28,33,1,1,84.85,2,597999,6,31,Mumbai Indians
4711,Sachin Tendulkar,run out (Unadkat/†Arun Karthik),23,19,4,0,121.05,2,597999,6,27,Mumbai Indians
4712,Dinesh Karthik,c Agarwal b Vinay Kumar,60,37,3,4,162.16,2,597999,6,71,Mumbai Indians
4713,Rohit Sharma,b Vinay Kumar,11,11,1,0,100,2,597999,6,12,Mumbai Indians
4714,Ambati Rayudu,b Vinay Kumar,18,18,1,0,100,2,597999,6,19,Mumbai Indians
4715,Kieron Pollard,not out,5,2,1,0,250,2,597999,6,12,Mumbai Indians
4716,Harbhajan Singh,not out,1,1,0,0,100,2,597999,6,1,Mumbai Indians
4717,Akshath Reddy,b Yuvraj Singh,27,30,2,0,90,1,598000,6,29,Sunrisers Hyderabad
4718,Parthiv Patel,b Dinda,19,18,3,0,105.56,1,598000,6,22,Sunrisers Hyderabad
4719,Kumar Sangakkara,b Sharma,15,16,2,0,93.75,1,598000,6,17,Sunrisers Hyderabad
4720,Cameron White,c Marsh b Samuels,10,18,0,0,55.56,1,598000,6,10,Sunrisers Hyderabad
4721,Thisara Perera,c Pandey b Dinda,30,18,3,1,166.67,1,598000,6,35,Sunrisers Hyderabad
4722,Hanuma Vihari,c Dinda b Kumar,11,12,1,0,91.67,1,598000,6,12,Sunrisers Hyderabad
4723,Ashish Reddy,not out,7,4,1,0,175,1,598000,6,14,Sunrisers Hyderabad
4724,Dwaraka Ravi Teja,not out,4,4,0,0,100,1,598000,6,4,Sunrisers Hyderabad
4725,Robin Uthappa,c †Patel b Perera,24,22,2,1,109.09,2,598000,6,28,Pune Warriors
4726,Manish Pandey,c White b Mishra,15,29,0,0,51.72,2,598000,6,15,Pune Warriors
4727,Marlon Samuels,c White b Perera,5,9,1,0,55.56,2,598000,6,6,Pune Warriors
4728,Yuvraj Singh,st †Patel b Mishra,2,5,0,0,40,2,598000,6,-4,Pune Warriors
4729,Ross Taylor,b Ashish Reddy,19,19,0,0,100,2,598000,6,19,Pune Warriors
4730,Abhishek Nayar,c Sharma b Mishra,19,14,2,0,135.71,2,598000,6,21,Pune Warriors
4731,Angelo Mathews,not out,8,6,1,0,133.33,2,598000,6,9,Pune Warriors
4732,Mitchell Marsh,run out (Perera),7,3,0,1,233.33,2,598000,6,15,Pune Warriors
4733,Bhuvneshwar Kumar,b Steyn,3,3,0,0,100,2,598000,6,3,Pune Warriors
4734,Rahul Sharma,b Steyn,0,1,0,0,0,2,598000,6,-2,Pune Warriors
4735,Ashok Dinda,c White b Steyn,0,2,0,0,0,2,598000,6,-2,Pune Warriors
4736,Kusal Perera,c Pathan b Yadav,14,12,3,0,116.67,1,598001,6,17,Rajasthan Royals
4737,Ajinkya Rahane,c & b Nadeem,28,24,3,0,116.67,1,598001,6,31,Rajasthan Royals
4738,Rahul Dravid,c Jayawardene b Yadav,65,51,6,2,127.45,1,598001,6,75,Rajasthan Royals
4739,Stuart Binny,b Yadav,40,20,2,3,200,1,598001,6,54,Rajasthan Royals
4740,Brad Hodge,c Warner b Yadav,5,7,0,0,71.43,1,598001,6,5,Rajasthan Royals
4741,Kevon Cooper,c Yadav b Nehra,2,2,0,0,100,1,598001,6,2,Rajasthan Royals
4742,Ashok Menaria,b Nehra,1,2,0,0,50,1,598001,6,1,Rajasthan Royals
4743,Sreesanth,not out,0,0,0,0,0,1,598001,6,-2,Rajasthan Royals
4744,Rahul Shukla,not out,1,2,0,0,50,1,598001,6,1,Rajasthan Royals
4745,David Warner,run out (Hodge),77,56,9,1,137.5,2,598001,6,88,Delhi Daredevils
4746,Unmukt Chand,b Sreesanth,23,19,2,1,121.05,2,598001,6,27,Delhi Daredevils
4747,Mahela Jayawardene,c Rahane b Shukla,19,16,1,0,118.75,2,598001,6,20,Delhi Daredevils
4748,Manprit Juneja,c Hodge b Cooper,20,18,1,1,111.11,2,598001,6,23,Delhi Daredevils
4749,Andre Russell,b Cooper,7,6,0,0,116.67,2,598001,6,7,Delhi Daredevils
4750,Johan Botha,lbw b Cooper,2,3,0,0,66.67,2,598001,6,2,Delhi Daredevils
4751,Irfan Pathan,not out,1,1,0,0,100,2,598001,6,1,Delhi Daredevils
4752,Naman Ojha,not out,0,1,0,0,0,2,598001,6,-2,Delhi Daredevils
4753,Ricky Ponting,c Ashwin b Rajpoot,6,10,0,0,60,1,598002,6,6,Mumbai Indians
4754,Sachin Tendulkar,lbw b Nannes,0,1,0,0,0,1,598002,6,-2,Mumbai Indians
4755,Dinesh Karthik,lbw b Bravo,37,25,4,1,148,1,598002,6,43,Mumbai Indians
4756,Rohit Sharma,c †Dhoni b Bravo,8,10,1,0,80,1,598002,6,9,Mumbai Indians
4757,Ambati Rayudu,c Nannes b Laughlin,7,10,0,0,70,1,598002,6,7,Mumbai Indians
4758,Kieron Pollard,not out,57,38,4,5,150,1,598002,6,71,Mumbai Indians
4759,Dwayne Smith,c Bravo b Ashwin,3,5,0,0,60,1,598002,6,3,Mumbai Indians
4760,Harbhajan Singh,not out,21,21,1,1,100,1,598002,6,24,Mumbai Indians
4761,Michael Hussey,b Harbhajan Singh,20,23,3,0,86.96,2,598002,6,23,Chennai Super Kings
4762,Murali Vijay,b Patel,5,8,0,0,62.5,2,598002,6,5,Chennai Super Kings
4763,Suresh Raina,c Ponting b Johnson,10,7,1,0,142.86,2,598002,6,11,Chennai Super Kings
4764,Dwayne Bravo,c †Karthik b Ojha,10,17,0,0,58.82,2,598002,6,10,Chennai Super Kings
4765,S Badrinath,lbw b Ojha,16,16,1,0,100,2,598002,6,17,Chennai Super Kings
4766,MS Dhoni,c Pollard b Patel,51,26,5,3,196.15,2,598002,6,68,Chennai Super Kings
4767,Ravindra Jadeja,b Patel,16,11,1,1,145.45,2,598002,6,19,Chennai Super Kings
4768,Ravichandran Ashwin,c Pollard b Harbhajan Singh,2,5,0,0,40,2,598002,6,-4,Chennai Super Kings
4769,Ben Laughlin,b Pollard,0,1,0,0,0,2,598002,6,-2,Chennai Super Kings
4770,Ankit Rajpoot,not out,2,6,0,0,33.33,2,598002,6,-4,Chennai Super Kings
4771,Dirk Nannes,not out,0,0,0,0,0,2,598002,6,-2,Chennai Super Kings
4772,Robin Uthappa,b Chawla,19,23,2,0,82.61,1,598003,6,21,Pune Warriors
4773,Manish Pandey,b Kumar,0,4,0,0,0,1,598003,6,-2,Pune Warriors
4774,Tirumalasetti Suman,c Kumar b Azhar Mahmood,6,14,1,0,42.86,1,598003,6,1,Pune Warriors
4775,Marlon Samuels,run out (Mandeep Singh/†Gilchrist),3,9,0,0,33.33,1,598003,6,-3,Pune Warriors
4776,Ross Taylor,c Gurkeerat Singh b Kumar,15,19,1,0,78.95,1,598003,6,16,Pune Warriors
4777,Angelo Mathews,c †Gilchrist b Awana,4,4,1,0,100,1,598003,6,5,Pune Warriors
4778,Abhishek Nayar,not out,25,26,3,0,96.15,1,598003,6,28,Pune Warriors
4779,Mitchell Marsh,b Harris,15,8,1,1,187.5,1,598003,6,24,Pune Warriors
4780,Bhuvneshwar Kumar,b Azhar Mahmood,8,12,1,0,66.67,1,598003,6,9,Pune Warriors
4781,Rahul Sharma,run out (Chawla),1,1,0,0,100,1,598003,6,1,Pune Warriors
4782,Adam Gilchrist,c Samuels b Mathews,15,10,2,1,150,2,598003,6,19,Kings XI Punjab
4783,Mandeep Singh,b Sharma,31,26,4,0,119.23,2,598003,6,35,Kings XI Punjab
4784,Manan Vohra,not out,43,28,7,0,153.57,2,598003,6,50,Kings XI Punjab
4785,David Hussey,not out,8,11,1,0,72.73,2,598003,6,9,Kings XI Punjab
4786,Chris Gayle,c †Patel b Vihari,1,2,0,0,50,1,598004,6,1,Royal Challengers Bangalore
4787,Tillakaratne Dilshan,b Sharma,5,9,0,0,55.56,1,598004,6,5,Royal Challengers Bangalore
4788,Virat Kohli,c & b Ashish Reddy,46,44,5,1,104.55,1,598004,6,53,Royal Challengers Bangalore
4789,Karun Nair,lbw b Mishra,9,9,0,0,100,1,598004,6,9,Royal Challengers Bangalore
4790,Moises Henriques,c White b Sharma,44,40,5,0,110,1,598004,6,49,Royal Challengers Bangalore
4791,Mayank Agarwal,c Ankit Sharma b Steyn,7,8,0,0,87.5,1,598004,6,7,Royal Challengers Bangalore
4792,Arun Karthik,c Ashish Reddy b Perera,0,1,0,0,0,1,598004,6,-2,Royal Challengers Bangalore
4793,Vinay Kumar,c Sangakkara b Sharma,7,4,1,0,175,1,598004,6,14,Royal Challengers Bangalore
4794,Murali Kartik,not out,2,2,0,0,100,1,598004,6,2,Royal Challengers Bangalore
4795,Jaydev Unadkat,not out,1,1,0,0,100,1,598004,6,1,Royal Challengers Bangalore
4796,Akshath Reddy,b Muralitharan,23,21,2,0,109.52,2,598004,6,25,Sunrisers Hyderabad
4797,Parthiv Patel,c †Arun Karthik b Henriques,2,4,0,0,50,2,598004,6,2,Sunrisers Hyderabad
4798,Cameron White,c Muralitharan b Henriques,5,9,1,0,55.56,2,598004,6,6,Sunrisers Hyderabad
4799,Hanuma Vihari,not out,44,46,2,0,95.65,2,598004,6,46,Sunrisers Hyderabad
4800,Kumar Sangakkara,c †Arun Karthik b Unadkat,16,17,1,0,94.12,2,598004,6,17,Sunrisers Hyderabad
4801,Thisara Perera,c Henriques b Unadkat,7,8,1,0,87.5,2,598004,6,8,Sunrisers Hyderabad
4802,Amit Mishra,run out (Vinay Kumar/†Arun Karthik),0,0,0,0,0,2,598004,6,-2,Sunrisers Hyderabad
4803,Ashish Reddy,c Kohli b Vinay Kumar,14,12,1,0,116.67,2,598004,6,15,Sunrisers Hyderabad
4804,Dale Steyn,not out,3,3,0,0,100,2,598004,6,3,Sunrisers Hyderabad
4805,Shane Watson,c Morgan b Lee,5,10,1,0,50,1,598005,6,6,Rajasthan Royals
4806,Ajinkya Rahane,c †Bisla b Narine,36,34,3,1,105.88,1,598005,6,41,Rajasthan Royals
4807,Rahul Dravid,b Bhatia,17,20,2,0,85,1,598005,6,19,Rajasthan Royals
4808,Stuart Binny,lbw b Shukla,14,11,3,0,127.27,1,598005,6,17,Rajasthan Royals
4809,Brad Hodge,not out,46,31,7,0,148.39,1,598005,6,53,Rajasthan Royals
4810,Kevon Cooper,st †Bisla b Narine,0,2,0,0,0,1,598005,6,-2,Rajasthan Royals
4811,Dishant Yagnik,run out (Mohammed Shami/†Bisla),16,11,1,1,145.45,1,598005,6,19,Rajasthan Royals
4812,Sreesanth,not out,1,2,0,0,50,1,598005,6,1,Rajasthan Royals
4813,Manvinder Bisla,b Shukla,1,4,0,0,25,2,598005,6,-5,Kolkata Knight Riders
4814,Gautam Gambhir,c †Yagnik b Trivedi,22,22,1,1,100,2,598005,6,25,Kolkata Knight Riders
4815,Jacques Kallis,c †Yagnik b Shukla,0,1,0,0,0,2,598005,6,-2,Kolkata Knight Riders
4816,Manoj Tiwary,lbw b Trivedi,14,13,1,0,107.69,2,598005,6,15,Kolkata Knight Riders
4817,Eoin Morgan,b Cooper,51,38,3,3,134.21,2,598005,6,60,Kolkata Knight Riders
4818,Yusuf Pathan,c †Yagnik b Cooper,0,2,0,0,0,2,598005,6,-2,Kolkata Knight Riders
4819,Laxmi Shukla,c Shukla b Trivedi,2,9,0,0,22.22,2,598005,6,-4,Kolkata Knight Riders
4820,Rajat Bhatia,c Binny b Tait,12,7,2,0,171.43,2,598005,6,20,Kolkata Knight Riders
4821,Brett Lee,c Shukla b Sreesanth,5,6,1,0,83.33,2,598005,6,6,Kolkata Knight Riders
